Wert,Jahr,Grossregion,Ausbildung,Berufliche Stellung,Geschlecht,Zentralwert und Quartilbereich
4136,2002,Schweiz,Abgeschlossene Berufsausbildung,Stellung 3,Frau,Int. 25%
6472,2002,Schweiz,Abgeschlossene Berufsausbildung,Stellung 3,Frau,Int. 75%
5455,2002,Schweiz,Abgeschlossene Berufsausbildung,Stellung 4,Geschlecht - Total,Median
4540,2002,Schweiz,Abgeschlossene Berufsausbildung,Stellung 4,Geschlecht - Total,Int. 25%
6500,2002,Schweiz,Abgeschlossene Berufsausbildung,Stellung 4,Geschlecht - Total,Int. 75%
5707,2002,Schweiz,Abgeschlossene Berufsausbildung,Stellung 4,Mann,Median
4871,2002,Schweiz,Abgeschlossene Berufsausbildung,Stellung 4,Mann,Int. 25%
6721,2002,Schweiz,Abgeschlossene Berufsausbildung,Stellung 4,Mann,Int. 75%
4929,2002,Schweiz,Abgeschlossene Berufsausbildung,Stellung 4,Frau,Median
4097,2002,Schweiz,Abgeschlossene Berufsausbildung,Stellung 4,Frau,Int. 25%
6009,2002,Schweiz,Abgeschlossene Berufsausbildung,Stellung 4,Frau,Int. 75%
5152,2002,Schweiz,Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Geschlecht - Total,Median
4300,2002,Schweiz,Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
6099,2002,Schweiz,Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
5390,2002,Schweiz,Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Mann,Median
4620,2002,Schweiz,Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Mann,Int. 25%
6327,2002,Schweiz,Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Mann,Int. 75%
4677,2002,Schweiz,Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Frau,Median
3858,2002,Schweiz,Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Frau,Int. 25%
5675,2002,Schweiz,Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Frau,Int. 75%
4629,2002,Schweiz,Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Geschlecht - Total,Median
3811,2002,Schweiz,Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
5408,2002,Schweiz,Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
4952,2002,Schweiz,Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Mann,Median
4286,2002,Schweiz,Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Mann,Int. 25%
5650,2002,Schweiz,Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Mann,Int. 75%
3843,2002,Schweiz,Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Frau,Median
3313,2002,Schweiz,Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Frau,Int. 25%
4599,2002,Schweiz,Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Frau,Int. 75%
5900,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 1+2,Geschlecht - Total,Median
4875,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 1+2,Geschlecht - Total,Int. 25%
7623,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 1+2,Geschlecht - Total,Int. 75%
6099,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 1+2,Mann,Median
5209,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 1+2,Mann,Int. 25%
7927,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 1+2,Mann,Int. 75%
5150,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 1+2,Frau,Median
4222,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 1+2,Frau,Int. 25%
7137,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 1+2,Frau,Int. 75%
5047,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 3,Geschlecht - Total,Median
4070,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 3,Geschlecht - Total,Int. 25%
6014,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 3,Geschlecht - Total,Int. 75%
5216,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 3,Mann,Median
4419,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 3,Mann,Int. 25%
6262,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 3,Mann,Int. 75%
4228,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 3,Frau,Median
3729,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 3,Frau,Int. 25%
5335,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 3,Frau,Int. 75%
4894,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 4,Geschlecht - Total,Median
4095,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 4,Geschlecht - Total,Int. 25%
5791,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 4,Geschlecht - Total,Int. 75%
5221,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 4,Mann,Median
4436,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 4,Mann,Int. 25%
5948,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 4,Mann,Int. 75%
4090,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 4,Frau,Median
3560,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 4,Frau,Int. 25%
4796,2002,Schweiz,Unternehmensinterne Ausbildung,Stellung 4,Frau,Int. 75%
4556,2002,Schweiz,Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Geschlecht - Total,Median
3741,2002,Schweiz,Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
5309,2002,Schweiz,Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
4894,2002,Schweiz,Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Mann,Median
4237,2002,Schweiz,Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Mann,Int. 25%
5553,2002,Schweiz,Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Mann,Int. 75%
3798,2002,Schweiz,Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Frau,Median
3286,2002,Schweiz,Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Frau,Int. 25%
4522,2002,Schweiz,Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Frau,Int. 75%
4194,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Geschlecht - Total,Median
3528,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
4978,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
4625,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Mann,Median
3953,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Mann,Int. 25%
5325,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Mann,Int. 75%
3755,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Frau,Median
3289,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Frau,Int. 25%
4339,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Frau,Int. 75%
5952,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Geschlecht - Total,Median
4706,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Geschlecht - Total,Int. 25%
9708,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Geschlecht - Total,Int. 75%
6667,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Mann,Median
5159,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Mann,Int. 25%
11246,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Mann,Int. 75%
5046,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Frau,Median
4143,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Frau,Int. 25%
6518,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Frau,Int. 75%
5055,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 3,Geschlecht - Total,Median
4050,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 3,Geschlecht - Total,Int. 25%
6905,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 3,Geschlecht - Total,Int. 75%
5369,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 3,Mann,Median
4474,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 3,Mann,Int. 25%
7137,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 3,Mann,Int. 75%
4530,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 3,Frau,Median
3560,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 3,Frau,Int. 25%
6587,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 3,Frau,Int. 75%
4533,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 4,Geschlecht - Total,Median
3725,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 4,Geschlecht - Total,Int. 25%
5533,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 4,Geschlecht - Total,Int. 75%
4946,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 4,Mann,Median
4127,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 4,Mann,Int. 25%
5911,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 4,Mann,Int. 75%
4013,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 4,Frau,Median
3467,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 4,Frau,Int. 25%
4969,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Stellung 4,Frau,Int. 75%
4144,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Geschlecht - Total,Median
3504,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
4898,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
4585,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Mann,Median
3916,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Mann,Int. 25%
5239,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Mann,Int. 75%
3728,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Frau,Median
3274,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Frau,Int. 25%
4290,2002,Schweiz,Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Frau,Int. 75%
4672,2002,Schweiz,Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Geschlecht - Total,Median
3726,2002,Schweiz,Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
5984,2002,Schweiz,Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
5000,2002,Schweiz,Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Mann,Median
4126,2002,Schweiz,Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Mann,Int. 25%
6369,2002,Schweiz,Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Mann,Int. 75%
4017,2002,Schweiz,Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Frau,Median
3392,2002,Schweiz,Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Frau,Int. 25%
5269,2002,Schweiz,Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Frau,Int. 75%
10239,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 1+2,Geschlecht - Total,Median
6766,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 1+2,Geschlecht - Total,Int. 25%
14118,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 1+2,Geschlecht - Total,Int. 75%
10716,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 1+2,Mann,Median
7559,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 1+2,Mann,Int. 25%
14588,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 1+2,Mann,Int. 75%
7866,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 1+2,Frau,Median
5092,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 1+2,Frau,Int. 25%
10849,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 1+2,Frau,Int. 75%
5938,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 3,Geschlecht - Total,Median
4651,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 3,Geschlecht - Total,Int. 25%
8284,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 3,Geschlecht - Total,Int. 75%
6088,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 3,Mann,Median
4861,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 3,Mann,Int. 25%
8783,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 3,Mann,Int. 75%
5417,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 3,Frau,Median
4219,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 3,Frau,Int. 25%
7046,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 3,Frau,Int. 75%
5073,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 4,Geschlecht - Total,Median
4186,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 4,Geschlecht - Total,Int. 25%
6098,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 4,Geschlecht - Total,Int. 75%
5257,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 4,Mann,Median
4567,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 4,Mann,Int. 25%
6175,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 4,Mann,Int. 75%
4266,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 4,Frau,Median
3792,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 4,Frau,Int. 25%
5365,2002,Schweiz,Andere Ausbildungsabschlüsse,Stellung 4,Frau,Int. 75%
4532,2002,Schweiz,Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Geschlecht - Total,Median
3641,2002,Schweiz,Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
5665,2002,Schweiz,Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
4827,2002,Schweiz,Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Mann,Median
4009,2002,Schweiz,Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Mann,Int. 25%
5942,2002,Schweiz,Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Mann,Int. 75%
3953,2002,Schweiz,Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Frau,Median
3345,2002,Schweiz,Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Frau,Int. 25%
5088,2002,Schweiz,Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Frau,Int. 75%
5408,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Berufliche Stellung - Total,Geschlecht - Total,Median
4261,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
7100,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
5736,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Berufliche Stellung - Total,Mann,Median
4628,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Berufliche Stellung - Total,Mann,Int. 25%
7691,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Berufliche Stellung - Total,Mann,Int. 75%
4843,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Berufliche Stellung - Total,Frau,Median
3733,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Berufliche Stellung - Total,Frau,Int. 25%
6341,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Berufliche Stellung - Total,Frau,Int. 75%
8958,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 1+2,Geschlecht - Total,Median
6500,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 1+2,Geschlecht - Total,Int. 25%
12863,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 1+2,Geschlecht - Total,Int. 75%
9524,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 1+2,Mann,Median
6844,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 1+2,Mann,Int. 25%
13638,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 1+2,Mann,Int. 75%
7293,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 1+2,Frau,Median
5489,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 1+2,Frau,Int. 25%
9938,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 1+2,Frau,Int. 75%
6861,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 3,Geschlecht - Total,Median
5286,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 3,Geschlecht - Total,Int. 25%
8905,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 3,Geschlecht - Total,Int. 75%
7208,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 3,Mann,Median
5534,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 3,Mann,Int. 25%
9330,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 3,Mann,Int. 75%
6375,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 3,Frau,Median
4809,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 3,Frau,Int. 25%
8171,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 3,Frau,Int. 75%
5605,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 4,Geschlecht - Total,Median
4600,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 4,Geschlecht - Total,Int. 25%
6977,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 4,Geschlecht - Total,Int. 75%
5714,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 4,Mann,Median
4847,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 4,Mann,Int. 25%
7070,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 4,Mann,Int. 75%
5344,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 4,Frau,Median
4162,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 4,Frau,Int. 25%
6825,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Stellung 4,Frau,Int. 75%
4853,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Ohne Kaderfunktion,Geschlecht - Total,Median
3898,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
5977,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
5101,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Ohne Kaderfunktion,Mann,Median
4266,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Ohne Kaderfunktion,Mann,Int. 25%
6190,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Ohne Kaderfunktion,Mann,Int. 75%
4442,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Ohne Kaderfunktion,Frau,Median
3543,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Ohne Kaderfunktion,Frau,Int. 25%
5656,2002,"Genferseeregion (VD, VS, GE)",Ausbildung - Total,Ohne Kaderfunktion,Frau,Int. 75%
9225,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Geschlecht - Total,Median
6885,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
12939,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
10306,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Mann,Median
7549,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Mann,Int. 25%
14467,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Mann,Int. 75%
7659,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Frau,Median
6024,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Frau,Int. 25%
9746,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Frau,Int. 75%
12375,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Geschlecht - Total,Median
9110,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Geschlecht - Total,Int. 25%
17325,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Geschlecht - Total,Int. 75%
13114,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Mann,Median
10000,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Mann,Int. 25%
18700,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Mann,Int. 75%
9162,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Frau,Median
6983,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Frau,Int. 25%
12816,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Frau,Int. 75%
8821,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 3,Geschlecht - Total,Median
7385,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 3,Geschlecht - Total,Int. 25%
10843,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 3,Geschlecht - Total,Int. 75%
9206,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 3,Mann,Median
7735,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 3,Mann,Int. 25%
11237,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 3,Mann,Int. 75%
8210,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 3,Frau,Median
6736,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 3,Frau,Int. 25%
10000,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 3,Frau,Int. 75%
6707,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 4,Geschlecht - Total,Median
5561,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 4,Geschlecht - Total,Int. 25%
8418,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 4,Geschlecht - Total,Int. 75%
6837,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 4,Mann,Median
5496,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 4,Mann,Int. 25%
8667,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 4,Mann,Int. 75%
6572,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 4,Frau,Median
5600,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 4,Frau,Int. 25%
8019,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Stellung 4,Frau,Int. 75%
7000,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Geschlecht - Total,Median
5600,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
8491,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
7378,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Mann,Median
5874,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Mann,Int. 25%
9067,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Mann,Int. 75%
6483,2002,"Genferseeregion (VD, VS, GE)","Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Frau,Median
