Wert,Jahr,Grossregion,Tätigkeit,Anforderungsniveau des Arbeitsplatzes,Geschlecht
5579,2002,Schweiz,"Kultur, Information, Unterhaltung, Sport und Freizeit",Anforderungsniveau - Total,Geschlecht - Total
6036,2002,Schweiz,"Kultur, Information, Unterhaltung, Sport und Freizeit",Anforderungsniveau - Total,Mann
4962,2002,Schweiz,"Kultur, Information, Unterhaltung, Sport und Freizeit",Anforderungsniveau - Total,Frau
6643,2002,Schweiz,"Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 1+2,Geschlecht - Total
7103,2002,Schweiz,"Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 1+2,Mann
5968,2002,Schweiz,"Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 1+2,Frau
5303,2002,Schweiz,"Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 3,Geschlecht - Total
5682,2002,Schweiz,"Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 3,Mann
4813,2002,Schweiz,"Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 3,Frau
3967,2002,Schweiz,"Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 4,Geschlecht - Total
4052,2002,Schweiz,"Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 4,Mann
3893,2002,Schweiz,"Kultur, Information, Unterhaltung, Sport und Freizeit",Niveau 4,Frau
5422,2002,"Genferseeregion (VD, VS, GE)",Tätigkeit - Total,Anforderungsniveau - Total,Geschlecht - Total
5762,2002,"Genferseeregion (VD, VS, GE)",Tätigkeit - Total,Anforderungsniveau - Total,Mann
4853,2002,"Genferseeregion (VD, VS, GE)",Tätigkeit - Total,Anforderungsniveau - Total,Frau
7259,2002,"Genferseeregion (VD, VS, GE)",Tätigkeit - Total,Niveau 1+2,Geschlecht - Total
7774,2002,"Genferseeregion (VD, VS, GE)",Tätigkeit - Total,Niveau 1+2,Mann
6439,2002,"Genferseeregion (VD, VS, GE)",Tätigkeit - Total,Niveau 1+2,Frau
5500,2002,"Genferseeregion (VD, VS, GE)",Tätigkeit - Total,Niveau 3,Geschlecht - Total
5653,2002,"Genferseeregion (VD, VS, GE)",Tätigkeit - Total,Niveau 3,Mann
5205,2002,"Genferseeregion (VD, VS, GE)",Tätigkeit - Total,Niveau 3,Frau
4245,2002,"Genferseeregion (VD, VS, GE)",Tätigkeit - Total,Niveau 4,Geschlecht - Total
4557,2002,"Genferseeregion (VD, VS, GE)",Tätigkeit - Total,Niveau 4,Mann
3898,2002,"Genferseeregion (VD, VS, GE)",Tätigkeit - Total,Niveau 4,Frau
5238,2002,"Genferseeregion (VD, VS, GE)",PRODUKTIONSNAHE TAETIGKEITEN,Anforderungsniveau - Total,Geschlecht - Total
5350,2002,"Genferseeregion (VD, VS, GE)",PRODUKTIONSNAHE TAETIGKEITEN,Anforderungsniveau - Total,Mann
4190,2002,"Genferseeregion (VD, VS, GE)",PRODUKTIONSNAHE TAETIGKEITEN,Anforderungsniveau - Total,Frau
5616,2002,"Genferseeregion (VD, VS, GE)",PRODUKTIONSNAHE TAETIGKEITEN,Niveau 1+2,Geschlecht - Total
5640,2002,"Genferseeregion (VD, VS, GE)",PRODUKTIONSNAHE TAETIGKEITEN,Niveau 1+2,Mann
4956,2002,"Genferseeregion (VD, VS, GE)",PRODUKTIONSNAHE TAETIGKEITEN,Niveau 1+2,Frau
5436,2002,"Genferseeregion (VD, VS, GE)",PRODUKTIONSNAHE TAETIGKEITEN,Niveau 3,Geschlecht - Total
5473,2002,"Genferseeregion (VD, VS, GE)",PRODUKTIONSNAHE TAETIGKEITEN,Niveau 3,Mann
4685,2002,"Genferseeregion (VD, VS, GE)",PRODUKTIONSNAHE TAETIGKEITEN,Niveau 3,Frau
4693,2002,"Genferseeregion (VD, VS, GE)",PRODUKTIONSNAHE TAETIGKEITEN,Niveau 4,Geschlecht - Total
4925,2002,"Genferseeregion (VD, VS, GE)",PRODUKTIONSNAHE TAETIGKEITEN,Niveau 4,Mann
3900,2002,"Genferseeregion (VD, VS, GE)",PRODUKTIONSNAHE TAETIGKEITEN,Niveau 4,Frau
4973,2002,"Genferseeregion (VD, VS, GE)",Herstellen und bearbeiten von Produkten,Anforderungsniveau - Total,Geschlecht - Total
5260,2002,"Genferseeregion (VD, VS, GE)",Herstellen und bearbeiten von Produkten,Anforderungsniveau - Total,Mann
4089,2002,"Genferseeregion (VD, VS, GE)",Herstellen und bearbeiten von Produkten,Anforderungsniveau - Total,Frau
5641,2002,"Genferseeregion (VD, VS, GE)",Herstellen und bearbeiten von Produkten,Niveau 1+2,Geschlecht - Total
5706,2002,"Genferseeregion (VD, VS, GE)",Herstellen und bearbeiten von Produkten,Niveau 1+2,Mann
4867,2002,"Genferseeregion (VD, VS, GE)",Herstellen und bearbeiten von Produkten,Niveau 1+2,Frau
5374,2002,"Genferseeregion (VD, VS, GE)",Herstellen und bearbeiten von Produkten,Niveau 3,Geschlecht - Total
5496,2002,"Genferseeregion (VD, VS, GE)",Herstellen und bearbeiten von Produkten,Niveau 3,Mann
4545,2002,"Genferseeregion (VD, VS, GE)",Herstellen und bearbeiten von Produkten,Niveau 3,Frau
4340,2002,"Genferseeregion (VD, VS, GE)",Herstellen und bearbeiten von Produkten,Niveau 4,Geschlecht - Total
4637,2002,"Genferseeregion (VD, VS, GE)",Herstellen und bearbeiten von Produkten,Niveau 4,Mann
3825,2002,"Genferseeregion (VD, VS, GE)",Herstellen und bearbeiten von Produkten,Niveau 4,Frau
5293,2002,"Genferseeregion (VD, VS, GE)",Tätigkeiten im Baugewerbe,Anforderungsniveau - Total,Geschlecht - Total
5300,2002,"Genferseeregion (VD, VS, GE)",Tätigkeiten im Baugewerbe,Anforderungsniveau - Total,Mann
4727,2002,"Genferseeregion (VD, VS, GE)",Tätigkeiten im Baugewerbe,Anforderungsniveau - Total,Frau
5599,2002,"Genferseeregion (VD, VS, GE)",Tätigkeiten im Baugewerbe,Niveau 1+2,Geschlecht - Total
5599,2002,"Genferseeregion (VD, VS, GE)",Tätigkeiten im Baugewerbe,Niveau 1+2,Mann
"""......""",2002,"Genferseeregion (VD, VS, GE)",Tätigkeiten im Baugewerbe,Niveau 1+2,Frau
5327,2002,"Genferseeregion (VD, VS, GE)",Tätigkeiten im Baugewerbe,Niveau 3,Geschlecht - Total
5338,2002,"Genferseeregion (VD, VS, GE)",Tätigkeiten im Baugewerbe,Niveau 3,Mann
4895,2002,"Genferseeregion (VD, VS, GE)",Tätigkeiten im Baugewerbe,Niveau 3,Frau
5042,2002,"Genferseeregion (VD, VS, GE)",Tätigkeiten im Baugewerbe,Niveau 4,Geschlecht - Total
5068,2002,"Genferseeregion (VD, VS, GE)",Tätigkeiten im Baugewerbe,Niveau 4,Mann
4200,2002,"Genferseeregion (VD, VS, GE)",Tätigkeiten im Baugewerbe,Niveau 4,Frau
5627,2002,"Genferseeregion (VD, VS, GE)","Maschinen einrichten, bedienen, unterhalten",Anforderungsniveau - Total,Geschlecht - Total
5659,2002,"Genferseeregion (VD, VS, GE)","Maschinen einrichten, bedienen, unterhalten",Anforderungsniveau - Total,Mann
4842,2002,"Genferseeregion (VD, VS, GE)","Maschinen einrichten, bedienen, unterhalten",Anforderungsniveau - Total,Frau
5640,2002,"Genferseeregion (VD, VS, GE)","Maschinen einrichten, bedienen, unterhalten",Niveau 1+2,Geschlecht - Total
5645,2002,"Genferseeregion (VD, VS, GE)","Maschinen einrichten, bedienen, unterhalten",Niveau 1+2,Mann
"""......""",2002,"Genferseeregion (VD, VS, GE)","Maschinen einrichten, bedienen, unterhalten",Niveau 1+2,Frau
5771,2002,"Genferseeregion (VD, VS, GE)","Maschinen einrichten, bedienen, unterhalten",Niveau 3,Geschlecht - Total
5776,2002,"Genferseeregion (VD, VS, GE)","Maschinen einrichten, bedienen, unterhalten",Niveau 3,Mann
5401,2002,"Genferseeregion (VD, VS, GE)","Maschinen einrichten, bedienen, unterhalten",Niveau 3,Frau
5028,2002,"Genferseeregion (VD, VS, GE)","Maschinen einrichten, bedienen, unterhalten",Niveau 4,Geschlecht - Total
5105,2002,"Genferseeregion (VD, VS, GE)","Maschinen einrichten, bedienen, unterhalten",Niveau 4,Mann
4397,2002,"Genferseeregion (VD, VS, GE)","Maschinen einrichten, bedienen, unterhalten",Niveau 4,Frau
4818,2002,"Genferseeregion (VD, VS, GE)","Restaurieren, Kunsthandwerk",Anforderungsniveau - Total,Geschlecht - Total
5078,2002,"Genferseeregion (VD, VS, GE)","Restaurieren, Kunsthandwerk",Anforderungsniveau - Total,Mann
4476,2002,"Genferseeregion (VD, VS, GE)","Restaurieren, Kunsthandwerk",Anforderungsniveau - Total,Frau
5026,2002,"Genferseeregion (VD, VS, GE)","Restaurieren, Kunsthandwerk",Niveau 1+2,Geschlecht - Total
"""......""",2002,"Genferseeregion (VD, VS, GE)","Restaurieren, Kunsthandwerk",Niveau 1+2,Mann
"""......""",2002,"Genferseeregion (VD, VS, GE)","Restaurieren, Kunsthandwerk",Niveau 1+2,Frau
4832,2002,"Genferseeregion (VD, VS, GE)","Restaurieren, Kunsthandwerk",Niveau 3,Geschlecht - Total
4938,2002,"Genferseeregion (VD, VS, GE)","Restaurieren, Kunsthandwerk",Niveau 3,Mann
4541,2002,"Genferseeregion (VD, VS, GE)","Restaurieren, Kunsthandwerk",Niveau 3,Frau
4614,2002,"Genferseeregion (VD, VS, GE)","Restaurieren, Kunsthandwerk",Niveau 4,Geschlecht - Total
5411,2002,"Genferseeregion (VD, VS, GE)","Restaurieren, Kunsthandwerk",Niveau 4,Mann
4455,2002,"Genferseeregion (VD, VS, GE)","Restaurieren, Kunsthandwerk",Niveau 4,Frau
5565,2002,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Anforderungsniveau - Total,Geschlecht - Total
6397,2002,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Anforderungsniveau - Total,Mann
4943,2002,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Anforderungsniveau - Total,Frau
7886,2002,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Niveau 1+2,Geschlecht - Total
8783,2002,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Niveau 1+2,Mann
6487,2002,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Niveau 1+2,Frau
5539,2002,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Niveau 3,Geschlecht - Total
5921,2002,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Niveau 3,Mann
5239,2002,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Niveau 3,Frau
4000,2002,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Niveau 4,Geschlecht - Total
4155,2002,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Niveau 4,Mann
3895,2002,"Genferseeregion (VD, VS, GE)",DIENSTLEISTUNGEN,Niveau 4,Frau
11111,2002,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Anforderungsniveau - Total,Geschlecht - Total
11516,2002,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Anforderungsniveau - Total,Mann
9320,2002,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Anforderungsniveau - Total,Frau
11500,2002,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Niveau 1+2,Geschlecht - Total
11841,2002,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Niveau 1+2,Mann
10028,2002,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Niveau 1+2,Frau
7755,2002,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Niveau 3,Geschlecht - Total
8016,2002,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Niveau 3,Mann
7178,2002,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Niveau 3,Frau
"""......""",2002,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Niveau 4,Geschlecht - Total
"""......""",2002,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Niveau 4,Mann
"""......""",2002,"Genferseeregion (VD, VS, GE)",Ziel- und Strategiedefinition von Unternehmen,Niveau 4,Frau
6871,2002,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Anforderungsniveau - Total,Geschlecht - Total
8146,2002,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Anforderungsniveau - Total,Mann
6200,2002,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Anforderungsniveau - Total,Frau
7956,2002,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Niveau 1+2,Geschlecht - Total
9217,2002,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Niveau 1+2,Mann
6667,2002,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Niveau 1+2,Frau
6374,2002,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Niveau 3,Geschlecht - Total
6941,2002,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Niveau 3,Mann
6092,2002,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Niveau 3,Frau
5283,2002,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Niveau 4,Geschlecht - Total
5486,2002,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Niveau 4,Mann
5257,2002,"Genferseeregion (VD, VS, GE)",Rechnungs- und Personalwesen,Niveau 4,Frau
5742,2002,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Anforderungsniveau - Total,Geschlecht - Total
6618,2002,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Anforderungsniveau - Total,Mann
5545,2002,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Anforderungsniveau - Total,Frau
6067,2002,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Niveau 1+2,Geschlecht - Total
9056,2002,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Niveau 1+2,Mann
5664,2002,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Niveau 1+2,Frau
5920,2002,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Niveau 3,Geschlecht - Total
6680,2002,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Niveau 3,Mann
5722,2002,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Niveau 3,Frau
5351,2002,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Niveau 4,Geschlecht - Total
5617,2002,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Niveau 4,Mann
5290,2002,"Genferseeregion (VD, VS, GE)",Sekretariats- und Kanzleiarbeiten,Niveau 4,Frau
6005,2002,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Anforderungsniveau - Total,Geschlecht - Total
7171,2002,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Anforderungsniveau - Total,Mann
5416,2002,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Anforderungsniveau - Total,Frau
7600,2002,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 1+2,Geschlecht - Total
8345,2002,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 1+2,Mann
6353,2002,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 1+2,Frau
5757,2002,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 3,Geschlecht - Total
6687,2002,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 3,Mann
5354,2002,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 3,Frau
5104,2002,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 4,Geschlecht - Total
5543,2002,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 4,Mann
4983,2002,"Genferseeregion (VD, VS, GE)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 4,Frau
7439,2002,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Anforderungsniveau - Total,Geschlecht - Total
7672,2002,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Anforderungsniveau - Total,Mann
6933,2002,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Anforderungsniveau - Total,Frau
8504,2002,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Niveau 1+2,Geschlecht - Total
8569,2002,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Niveau 1+2,Mann
8368,2002,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Niveau 1+2,Frau
7444,2002,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Niveau 3,Geschlecht - Total
7619,2002,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Niveau 3,Mann
7107,2002,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Niveau 3,Frau
5427,2002,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Niveau 4,Geschlecht - Total
5558,2002,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Niveau 4,Mann
5215,2002,"Genferseeregion (VD, VS, GE)","Logistik, Stabsaufgaben",Niveau 4,Frau
8554,2002,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Anforderungsniveau - Total,Geschlecht - Total
10061,2002,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Anforderungsniveau - Total,Mann
6835,2002,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Anforderungsniveau - Total,Frau
11389,2002,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Niveau 1+2,Geschlecht - Total
12370,2002,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Niveau 1+2,Mann
8552,2002,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Niveau 1+2,Frau
7409,2002,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Niveau 3,Geschlecht - Total
8240,2002,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Niveau 3,Mann
6436,2002,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Niveau 3,Frau
4973,2002,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Niveau 4,Geschlecht - Total
4895,2002,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Niveau 4,Mann
5044,2002,"Genferseeregion (VD, VS, GE)","Begutachten, beraten, beurkunden",Niveau 4,Frau
6356,2002,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Anforderungsniveau - Total,Geschlecht - Total
6829,2002,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Anforderungsniveau - Total,Mann
5416,2002,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Anforderungsniveau - Total,Frau
7692,2002,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 1+2,Geschlecht - Total
8060,2002,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 1+2,Mann
6148,2002,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 1+2,Frau
6067,2002,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 3,Geschlecht - Total
6293,2002,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 3,Mann
5741,2002,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 3,Frau
4244,2002,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 4,Geschlecht - Total
4679,2002,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 4,Mann
3745,2002,"Genferseeregion (VD, VS, GE)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 4,Frau
3902,2002,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Anforderungsniveau - Total,Geschlecht - Total
4620,2002,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Anforderungsniveau - Total,Mann
3638,2002,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Anforderungsniveau - Total,Frau
5180,2002,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 1+2,Geschlecht - Total
5808,2002,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 1+2,Mann
4390,2002,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 1+2,Frau
3988,2002,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 3,Geschlecht - Total
4593,2002,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 3,Mann
3715,2002,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 3,Frau
3567,2002,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 4,Geschlecht - Total
3929,2002,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 4,Mann
3520,2002,"Genferseeregion (VD, VS, GE)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 4,Frau
8111,2002,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Anforderungsniveau - Total,Geschlecht - Total
8404,2002,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Anforderungsniveau - Total,Mann
7260,2002,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Anforderungsniveau - Total,Frau
9395,2002,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Niveau 1+2,Geschlecht - Total
9494,2002,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Niveau 1+2,Mann
8667,2002,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Niveau 1+2,Frau
7357,2002,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Niveau 3,Geschlecht - Total
7559,2002,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Niveau 3,Mann
7000,2002,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Niveau 3,Frau
5839,2002,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Niveau 4,Geschlecht - Total
6017,2002,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Niveau 4,Mann
5600,2002,"Genferseeregion (VD, VS, GE)",Forschung und Entwicklung,Niveau 4,Frau
8244,2002,"Genferseeregion (VD, VS, GE)","Analysieren, programmieren, Operating",Anforderungsniveau - Total,Geschlecht - Total
8369,2002,"Genferseeregion (VD, VS, GE)","Analysieren, programmieren, Operating",Anforderungsniveau - Total,Mann
7294,2002,"Genferseeregion (VD, VS, GE)","Analysieren, programmieren, Operating",Anforderungsniveau - Total,Frau
9286,2002,"Genferseeregion (VD, VS, GE)","Analysieren, programmieren, Operating",Niveau 1+2,Geschlecht - Total
9286,2002,"Genferseeregion (VD, VS, GE)","Analysieren, programmieren, Operating",Niveau 1+2,Mann
9243,2002,"Genferseeregion (VD, VS, GE)","Analysieren, programmieren, Operating",Niveau 1+2,Frau
7817,2002,"Genferseeregion (VD, VS, GE)","Analysieren, programmieren, Operating",Niveau 3,Geschlecht - Total
7937,2002,"Genferseeregion (VD, VS, GE)","Analysieren, programmieren, Operating",Niveau 3,Mann
7258,2002,"Genferseeregion (VD, VS, GE)","Analysieren, programmieren, Operating",Niveau 3,Frau
5849,2002,"Genferseeregion (VD, VS, GE)","Analysieren, programmieren, Operating",Niveau 4,Geschlecht - Total
