Wert,Geschlecht,Arbeitskanton,Erwerbsstatus,Aufenthaltsdauer,Quartal
4963.2,Geschlecht - Total,Schweiz,Arbeitnehmer,<12 Monate,2015Q1
5434.3,Geschlecht - Total,Schweiz,Arbeitnehmer,<12 Monate,2015Q2
5580.4,Geschlecht - Total,Schweiz,Arbeitnehmer,<12 Monate,2015Q3
5575.5,Geschlecht - Total,Schweiz,Arbeitnehmer,<12 Monate,2015Q4
5626.2,Geschlecht - Total,Schweiz,Arbeitnehmer,<12 Monate,2016Q1
5760.5,Geschlecht - Total,Schweiz,Arbeitnehmer,<12 Monate,2016Q2
5175.5,Geschlecht - Total,Schweiz,Arbeitnehmer,<12 Monate,2016Q3
160122.8,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2002Q2
161173.2,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2002Q3
162242.4,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2002Q4
163742.4,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2003Q1
164806.3,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2003Q2
166399,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2003Q3
167075.2,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2003Q4
168327.8,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2004Q1
173533.8,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2004Q2
171511,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2004Q3
172299.6,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2004Q4
174160.2,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2005Q1
174296.8,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2005Q2
173025.8,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2005Q3
175790.4,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2005Q4
178097.2,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2006Q1
182284,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2006Q2
187981,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2006Q3
191751.6,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2006Q4
195751.8,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2007Q1
200782.6,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2007Q2
203931,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2007Q3
205619.5,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2007Q4
208837.1,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2008Q1
212573.1,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2008Q2
213138.6,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2008Q3
213216.1,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2008Q4
214423.5,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2009Q1
217110.7,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2009Q2
216735.6,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2009Q3
218408.8,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2009Q4
221471.5,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2010Q1
226406,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2010Q2
228324,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2010Q3
230434.9,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2010Q4
233799.8,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2011Q1
239371.9,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2011Q2
244655.9,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2011Q3
246940.8,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2011Q4
250859.5,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2012Q1
255099.8,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2012Q2
259881.4,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2012Q3
262510.9,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2012Q4
262938.7,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2013Q1
270366.6,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2013Q2
274503.4,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2013Q3
275317.5,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2013Q4
277408.5,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2014Q1
281216,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2014Q2
284307,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2014Q3
288414.3,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2014Q4
290262.7,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2015Q1
292795.9,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2015Q2
294943.5,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2015Q3
298455.1,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2015Q4
300475,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2016Q1
302234.7,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2016Q2
305630.4,Geschlecht - Total,Schweiz,Arbeitnehmer,>=12 Monate,2016Q3
1.9,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2002Q2
18.6,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2002Q3
49.9,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2002Q4
89.4,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2003Q1
127.9,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2003Q2
147.6,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2003Q3
145.7,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2003Q4
161.7,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2004Q1
196.8,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2004Q2
252.8,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2004Q3
281,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2004Q4
300.4,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2005Q1
328.9,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2005Q2
343.8,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2005Q3
360.1,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2005Q4
404.5,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2006Q1
447.7,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2006Q2
484.5,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2006Q3
509,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2006Q4
544.7,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2007Q1
612.4,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2007Q2
656.1,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2007Q3
708.1,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2007Q4
777.4,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2008Q1
862.6,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2008Q2
930.5,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2008Q3
988.9,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2008Q4
1081.6,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2009Q1
1182.9,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2009Q2
1238.8,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2009Q3
1327.9,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2009Q4
1414.3,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2010Q1
1488.6,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2010Q2
1543.9,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2010Q3
1596.1,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2010Q4
1663.2,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2011Q1
1734.1,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2011Q2
1799.1,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2011Q3
1868.6,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2011Q4
1976.2,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2012Q1
2067.6,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2012Q2
2188.5,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2012Q3
2284.9,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2012Q4
2404.4,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2013Q1
2538.5,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2013Q2
2653,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2013Q3
2714.5,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2013Q4
2814.7,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2014Q1
2878.4,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2014Q2
2897.1,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2014Q3
2948.9,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2014Q4
2980.3,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2015Q1
3017.7,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2015Q2
3037.2,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2015Q3
3112.8,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2015Q4
3190.9,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2016Q1
3246.1,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2016Q2
3303.8,Geschlecht - Total,Schweiz,Selbständige,Aufenthaltsdauer - Total,2016Q3
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2002Q2
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2002Q3
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2002Q4
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2003Q1
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2003Q2
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2003Q3
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2003Q4
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2004Q1
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2004Q2
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2004Q3
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2004Q4
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2005Q1
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2005Q2
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2005Q3
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2005Q4
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2006Q1
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2006Q2
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2006Q3
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2006Q4
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2007Q1
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2007Q2
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2007Q3
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2007Q4
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2008Q1
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2008Q2
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2008Q3
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2008Q4
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2009Q1
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2009Q2
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2009Q3
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2009Q4
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2010Q1
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2010Q2
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2010Q3
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2010Q4
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2011Q1
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2011Q2
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2011Q3
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2011Q4
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2012Q1
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2012Q2
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2012Q3
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2012Q4
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2013Q1
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2013Q2
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2013Q3
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2013Q4
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2014Q1
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2014Q2
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2014Q3
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2014Q4
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2015Q1
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2015Q2
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2015Q3
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2015Q4
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2016Q1
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2016Q2
0,Geschlecht - Total,Schweiz,Selbständige,<12 Monate,2016Q3
1.9,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2002Q2
18.6,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2002Q3
49.9,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2002Q4
89.4,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2003Q1
127.9,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2003Q2
147.6,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2003Q3
145.7,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2003Q4
161.7,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2004Q1
196.8,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2004Q2
252.8,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2004Q3
281,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2004Q4
300.4,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2005Q1
328.9,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2005Q2
343.8,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2005Q3
360.1,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2005Q4
404.5,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2006Q1
447.7,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2006Q2
484.5,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2006Q3
509,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2006Q4
544.7,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2007Q1
612.4,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2007Q2
656.1,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2007Q3
708.1,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2007Q4
777.4,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2008Q1
862.6,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2008Q2
930.5,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2008Q3
988.9,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2008Q4
1081.6,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2009Q1
1182.9,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2009Q2
1238.8,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2009Q3
1327.9,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2009Q4
1414.3,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2010Q1
1488.6,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2010Q2
1543.9,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2010Q3
1596.1,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2010Q4
1663.2,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2011Q1
1734.1,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2011Q2
1799.1,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2011Q3
1868.6,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2011Q4
1976.2,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2012Q1
2067.6,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2012Q2
2188.5,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2012Q3
2284.9,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2012Q4
2404.4,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2013Q1
2538.5,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2013Q2
2653,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2013Q3
2714.5,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2013Q4
2814.7,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2014Q1
2878.4,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2014Q2
2897.1,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2014Q3
2948.9,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2014Q4
2980.3,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2015Q1
3017.7,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2015Q2
3037.2,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2015Q3
3112.8,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2015Q4
3190.9,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2016Q1
3246.1,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2016Q2
3303.8,Geschlecht - Total,Schweiz,Selbständige,>=12 Monate,2016Q3
3810.3,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2002Q2
3861,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2002Q3
3869.4,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2002Q4
3855.5,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2003Q1
3805.9,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2003Q2
3800.8,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2003Q3
3817.7,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2003Q4
3827.8,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2004Q1
3927.5,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2004Q2
3830.8,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2004Q3
3836.7,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2004Q4
3923.4,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2005Q1
3902.5,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2005Q2
3880.8,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2005Q3
3996.2,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2005Q4
4050.9,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2006Q1
4159.2,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2006Q2
4295.5,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2006Q3
4405.7,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2006Q4
4605.9,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2007Q1
4738,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2007Q2
4923.4,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2007Q3
4995.4,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2007Q4
5131,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2008Q1
5350.7,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2008Q2
5458.9,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2008Q3
5368.2,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2008Q4
5552.6,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2009Q1
5707.9,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2009Q2
5740.3,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2009Q3
5821.4,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2009Q4
5979.4,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2010Q1
6221,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2010Q2
6337.2,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2010Q3
6370.8,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2010Q4
6511.8,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2011Q1
6739.2,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2011Q2
6922.2,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2011Q3
7046.4,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2011Q4
7253,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2012Q1
7461.5,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2012Q2
7683.1,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2012Q3
7723.7,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2012Q4
7935.1,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2013Q1
8172.8,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2013Q2
8380.1,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2013Q3
8409.1,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2013Q4
8585.9,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2014Q1
8715,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2014Q2
8877,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2014Q3
9014.4,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2014Q4
9237.2,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2015Q1
9404.2,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2015Q2
9551.4,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2015Q3
9684.2,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2015Q4
9919.8,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2016Q1
9977.8,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2016Q2
10104.5,Geschlecht - Total,Zürich,Erwerbsstatus - Total,Aufenthaltsdauer - Total,2016Q3
9.3,Geschlecht - Total,Zürich,Erwerbsstatus - Total,<12 Monate,2002Q2
7.3,Geschlecht - Total,Zürich,Erwerbsstatus - Total,<12 Monate,2002Q3
17.7,Geschlecht - Total,Zürich,Erwerbsstatus - Total,<12 Monate,2002Q4
20.3,Geschlecht - Total,Zürich,Erwerbsstatus - Total,<12 Monate,2003Q1
23.4,Geschlecht - Total,Zürich,Erwerbsstatus - Total,<12 Monate,2003Q2
28.8,Geschlecht - Total,Zürich,Erwerbsstatus - Total,<12 Monate,2003Q3
19.7,Geschlecht - Total,Zürich,Erwerbsstatus - Total,<12 Monate,2003Q4
16.6,Geschlecht - Total,Zürich,Erwerbsstatus - Total,<12 Monate,2004Q1
13.8,Geschlecht - Total,Zürich,Erwerbsstatus - Total,<12 Monate,2004Q2
24.6,Geschlecht - Total,Zürich,Erwerbsstatus - Total,<12 Monate,2004Q3
22.8,Geschlecht - Total,Zürich,Erwerbsstatus - Total,<12 Monate,2004Q4
21.1,Geschlecht - Total,Zürich,Erwerbsstatus - Total,<12 Monate,2005Q1
20.2,Geschlecht - Total,Zürich,Erwerbsstatus - Total,<12 Monate,2005Q2
16.9,Geschlecht - Total,Zürich,Erwerbsstatus - Total,<12 Monate,2005Q3
14.7,Geschlecht - Total,Zürich,Erwerbsstatus - Total,<12 Monate,2005Q4
