Wert,Jahr,Grossregion,Staatsangehörigkeit / Anwesenheitsbewilligung,Anforderungsniveau des Arbeitsplatzes,Geschlecht,Zentralwert und Quartilbereich
4286,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
7134,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5751,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Mann,Median
4651,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Mann,Int. 25%
7692,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Mann,Int. 75%
4867,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Frau,Median
3750,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Frau,Int. 25%
6370,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Frau,Int. 75%
7278,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Geschlecht - Total,Median
5486,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Geschlecht - Total,Int. 25%
10325,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Geschlecht - Total,Int. 75%
7793,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Mann,Median
5730,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Mann,Int. 25%
11238,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Mann,Int. 75%
6454,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Frau,Median
4987,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Frau,Int. 25%
8360,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Frau,Int. 75%
5523,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Geschlecht - Total,Median
4500,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Geschlecht - Total,Int. 25%
6871,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Geschlecht - Total,Int. 75%
5677,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Mann,Median
4718,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Mann,Int. 25%
7042,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Mann,Int. 75%
5231,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Frau,Median
4086,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Frau,Int. 25%
6594,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 3,Frau,Int. 75%
4289,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Geschlecht - Total,Median
3500,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Geschlecht - Total,Int. 25%
5166,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Geschlecht - Total,Int. 75%
4608,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Mann,Median
3817,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Mann,Int. 25%
5381,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Mann,Int. 75%
3921,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Frau,Median
3318,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Frau,Int. 25%
4847,2002,"Genferseeregion (VD, VS, GE)",SchweizerInnen/AusländerInnen - Total,Niveau 4,Frau,Int. 75%
5778,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Median
4597,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
7556,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
6231,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Mann,Median
5014,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Mann,Int. 25%
8275,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Mann,Int. 75%
5150,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Frau,Median
4027,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Frau,Int. 25%
6565,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Frau,Int. 75%
7376,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 1+2,Geschlecht - Total,Median
5599,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 1+2,Geschlecht - Total,Int. 25%
10166,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 1+2,Geschlecht - Total,Int. 75%
7997,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 1+2,Mann,Median
5941,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 1+2,Mann,Int. 25%
11058,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 1+2,Mann,Int. 75%
6345,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 1+2,Frau,Median
4957,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 1+2,Frau,Int. 25%
8150,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 1+2,Frau,Int. 75%
5693,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 3,Geschlecht - Total,Median
4643,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 3,Geschlecht - Total,Int. 25%
7042,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 3,Geschlecht - Total,Int. 75%
5948,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 3,Mann,Median
4935,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 3,Mann,Int. 25%
7367,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 3,Mann,Int. 75%
5292,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 3,Frau,Median
4189,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 3,Frau,Int. 25%
6573,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 3,Frau,Int. 75%
4588,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 4,Geschlecht - Total,Median
3740,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 4,Geschlecht - Total,Int. 25%
5466,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 4,Geschlecht - Total,Int. 75%
4971,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 4,Mann,Median
4178,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 4,Mann,Int. 25%
5706,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 4,Mann,Int. 75%
4247,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 4,Frau,Median
3535,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 4,Frau,Int. 25%
5200,2002,"Genferseeregion (VD, VS, GE)",SCHWEIZER/INNEN,Niveau 4,Frau,Int. 75%
4974,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Median
3914,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
6440,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5231,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Mann,Median
4286,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Mann,Int. 25%
6683,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Mann,Int. 75%
4342,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Frau,Median
3467,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Frau,Int. 25%
5895,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Frau,Int. 75%
7042,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 1+2,Geschlecht - Total,Median
5300,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 1+2,Geschlecht - Total,Int. 25%
10822,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 1+2,Geschlecht - Total,Int. 75%
7259,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 1+2,Mann,Median
5394,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 1+2,Mann,Int. 25%
11565,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 1+2,Mann,Int. 75%
6641,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 1+2,Frau,Median
5024,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 1+2,Frau,Int. 25%
9127,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 1+2,Frau,Int. 75%
5278,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 3,Geschlecht - Total,Median
4305,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 3,Geschlecht - Total,Int. 25%
6534,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 3,Geschlecht - Total,Int. 75%
5333,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 3,Mann,Median
4471,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 3,Mann,Int. 25%
6486,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 3,Mann,Int. 75%
5092,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 3,Frau,Median
3874,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 3,Frau,Int. 25%
6662,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 3,Frau,Int. 75%
4075,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 4,Geschlecht - Total,Median
3333,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 4,Geschlecht - Total,Int. 25%
4900,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 4,Geschlecht - Total,Int. 75%
4405,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 4,Mann,Median
3619,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 4,Mann,Int. 25%
5159,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 4,Mann,Int. 75%
3660,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 4,Frau,Median
3139,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 4,Frau,Int. 25%
4474,2002,"Genferseeregion (VD, VS, GE)",AUSLÄNDER/INNEN,Niveau 4,Frau,Int. 75%
3446,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Geschlecht - Total,Median
2888,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
4545,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
3714,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Mann,Median
2988,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Mann,Int. 25%
4743,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Mann,Int. 75%
3209,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Frau,Median
2762,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Frau,Int. 25%
3694,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Frau,Int. 75%
4790,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Geschlecht - Total,Median
3928,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Geschlecht - Total,Int. 25%
6500,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Geschlecht - Total,Int. 75%
4790,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Mann,Median
3815,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Mann,Int. 25%
6163,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Mann,Int. 75%
4795,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Frau,Median
4049,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Frau,Int. 25%
6909,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Frau,Int. 75%
3831,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 3,Geschlecht - Total,Median
3333,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 3,Geschlecht - Total,Int. 25%
4757,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 3,Geschlecht - Total,Int. 75%
4046,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 3,Mann,Median
3429,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 3,Mann,Int. 25%
4813,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 3,Mann,Int. 75%
3600,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 3,Frau,Median
3190,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 3,Frau,Int. 25%
4252,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 3,Frau,Int. 75%
3150,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 4,Geschlecht - Total,Median
2746,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 4,Geschlecht - Total,Int. 25%
4024,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 4,Geschlecht - Total,Int. 75%
3362,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 4,Mann,Median
2778,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 4,Mann,Int. 25%
4646,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 4,Mann,Int. 75%
2999,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 4,Frau,Median
2732,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 4,Frau,Int. 25%
3415,2002,"Genferseeregion (VD, VS, GE)",KurzaufenthalterInnen (Kat. L),Niveau 4,Frau,Int. 75%
4703,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Geschlecht - Total,Median
3640,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
7256,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5053,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Mann,Median
3987,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Mann,Int. 25%
8342,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Mann,Int. 75%
4084,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Frau,Median
3207,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Frau,Int. 25%
6013,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Frau,Int. 75%
9429,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 1+2,Geschlecht - Total,Median
6134,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 1+2,Geschlecht - Total,Int. 25%
14796,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 1+2,Geschlecht - Total,Int. 75%
10784,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 1+2,Mann,Median
7000,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 1+2,Mann,Int. 25%
16544,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 1+2,Mann,Int. 75%
6868,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 1+2,Frau,Median
5121,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 1+2,Frau,Int. 25%
10780,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 1+2,Frau,Int. 75%
5103,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 3,Geschlecht - Total,Median
4065,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 3,Geschlecht - Total,Int. 25%
6697,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 3,Geschlecht - Total,Int. 75%
5055,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 3,Mann,Median
4164,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 3,Mann,Int. 25%
6707,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 3,Mann,Int. 75%
5200,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 3,Frau,Median
3855,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 3,Frau,Int. 25%
6671,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 3,Frau,Int. 75%
3662,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 4,Geschlecht - Total,Median
3081,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 4,Geschlecht - Total,Int. 25%
4392,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 4,Geschlecht - Total,Int. 75%
4027,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 4,Mann,Median
3354,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 4,Mann,Int. 25%
4658,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 4,Mann,Int. 75%
3302,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 4,Frau,Median
2966,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 4,Frau,Int. 25%
3898,2002,"Genferseeregion (VD, VS, GE)",AufenthalterInnen (Kat. B),Niveau 4,Frau,Int. 75%
4965,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Geschlecht - Total,Median
4023,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
6188,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5262,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Mann,Median
4412,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Mann,Int. 25%
6456,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Mann,Int. 75%
4298,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Frau,Median
3504,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Frau,Int. 25%
5572,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Frau,Int. 75%
6708,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 1+2,Geschlecht - Total,Median
5176,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 1+2,Geschlecht - Total,Int. 25%
10494,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 1+2,Geschlecht - Total,Int. 75%
6748,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 1+2,Mann,Median
5221,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 1+2,Mann,Int. 25%
11212,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 1+2,Mann,Int. 75%
6608,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 1+2,Frau,Median
4959,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 1+2,Frau,Int. 25%
8871,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 1+2,Frau,Int. 75%
5264,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 3,Geschlecht - Total,Median
4333,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 3,Geschlecht - Total,Int. 25%
6407,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 3,Geschlecht - Total,Int. 75%
5381,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 3,Mann,Median
4581,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 3,Mann,Int. 25%
6392,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 3,Mann,Int. 75%
4821,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 3,Frau,Median
3805,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 3,Frau,Int. 25%
6487,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 3,Frau,Int. 75%
4293,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 4,Geschlecht - Total,Median
3555,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 4,Geschlecht - Total,Int. 25%
5073,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 4,Geschlecht - Total,Int. 75%
4650,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 4,Mann,Median
3973,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 4,Mann,Int. 25%
5354,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 4,Mann,Int. 75%
3816,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 4,Frau,Median
3298,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 4,Frau,Int. 25%
4596,2002,"Genferseeregion (VD, VS, GE)",Niedergelassene (Kat. C),Niveau 4,Frau,Int. 75%
5591,2002,"Genferseeregion (VD, VS, GE)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Geschlecht - Total,Median
4528,2002,"Genferseeregion (VD, VS, GE)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
7113,2002,"Genferseeregion (VD, VS, GE)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5710,2002,"Genferseeregion (VD, VS, GE)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Mann,Median
4720,2002,"Genferseeregion (VD, VS, GE)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Mann,Int. 25%
7239,2002,"Genferseeregion (VD, VS, GE)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Mann,Int. 75%
5300,2002,"Genferseeregion (VD, VS, GE)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Frau,Median
4088,2002,"Genferseeregion (VD, VS, GE)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Frau,Int. 25%
