Value,Geschlecht,Arbeitskanton,Altersklasse,Quartal
32558.7,Geschlecht - Total,Schweiz,35-39 Jahre,2007Q1
33206.2,Geschlecht - Total,Schweiz,35-39 Jahre,2007Q2
33524.3,Geschlecht - Total,Schweiz,35-39 Jahre,2007Q3
33524.3,Geschlecht - Total,Schweiz,35-39 Jahre,2007Q4
33969.7,Geschlecht - Total,Schweiz,35-39 Jahre,2008Q1
34452.3,Geschlecht - Total,Schweiz,35-39 Jahre,2008Q2
34341.8,Geschlecht - Total,Schweiz,35-39 Jahre,2008Q3
34207.1,Geschlecht - Total,Schweiz,35-39 Jahre,2008Q4
34332.8,Geschlecht - Total,Schweiz,35-39 Jahre,2009Q1
34587.1,Geschlecht - Total,Schweiz,35-39 Jahre,2009Q2
34431.2,Geschlecht - Total,Schweiz,35-39 Jahre,2009Q3
34372.9,Geschlecht - Total,Schweiz,35-39 Jahre,2009Q4
34782.8,Geschlecht - Total,Schweiz,35-39 Jahre,2010Q1
35429.2,Geschlecht - Total,Schweiz,35-39 Jahre,2010Q2
35629.6,Geschlecht - Total,Schweiz,35-39 Jahre,2010Q3
35574.9,Geschlecht - Total,Schweiz,35-39 Jahre,2010Q4
35919.2,Geschlecht - Total,Schweiz,35-39 Jahre,2011Q1
36543.2,Geschlecht - Total,Schweiz,35-39 Jahre,2011Q2
37192.7,Geschlecht - Total,Schweiz,35-39 Jahre,2011Q3
37312,Geschlecht - Total,Schweiz,35-39 Jahre,2011Q4
37766.3,Geschlecht - Total,Schweiz,35-39 Jahre,2012Q1
38382.2,Geschlecht - Total,Schweiz,35-39 Jahre,2012Q2
38881.9,Geschlecht - Total,Schweiz,35-39 Jahre,2012Q3
39074.5,Geschlecht - Total,Schweiz,35-39 Jahre,2012Q4
39145.3,Geschlecht - Total,Schweiz,35-39 Jahre,2013Q1
40265.8,Geschlecht - Total,Schweiz,35-39 Jahre,2013Q2
40856.3,Geschlecht - Total,Schweiz,35-39 Jahre,2013Q3
40856.3,Geschlecht - Total,Schweiz,35-39 Jahre,2013Q4
41211.7,Geschlecht - Total,Schweiz,35-39 Jahre,2014Q1
41782.7,Geschlecht - Total,Schweiz,35-39 Jahre,2014Q2
42082.5,Geschlecht - Total,Schweiz,35-39 Jahre,2014Q3
42485.3,Geschlecht - Total,Schweiz,35-39 Jahre,2014Q4
42637.4,Geschlecht - Total,Schweiz,35-39 Jahre,2015Q1
43367,Geschlecht - Total,Schweiz,35-39 Jahre,2015Q2
43801.7,Geschlecht - Total,Schweiz,35-39 Jahre,2015Q3
44545.1,Geschlecht - Total,Schweiz,35-39 Jahre,2015Q4
44958.9,Geschlecht - Total,Schweiz,35-39 Jahre,2016Q1
45289.5,Geschlecht - Total,Schweiz,35-39 Jahre,2016Q2
45913.4,Geschlecht - Total,Schweiz,35-39 Jahre,2016Q3
20369.5,Geschlecht - Total,Schweiz,40-44 Jahre,1999Q1
20524.1,Geschlecht - Total,Schweiz,40-44 Jahre,1999Q2
20849.1,Geschlecht - Total,Schweiz,40-44 Jahre,1999Q3
21029.2,Geschlecht - Total,Schweiz,40-44 Jahre,1999Q4
21326.8,Geschlecht - Total,Schweiz,40-44 Jahre,2000Q1
21616,Geschlecht - Total,Schweiz,40-44 Jahre,2000Q2
22041.8,Geschlecht - Total,Schweiz,40-44 Jahre,2000Q3
22460.5,Geschlecht - Total,Schweiz,40-44 Jahre,2000Q4
23171.7,Geschlecht - Total,Schweiz,40-44 Jahre,2001Q1
23790.8,Geschlecht - Total,Schweiz,40-44 Jahre,2001Q2
24323,Geschlecht - Total,Schweiz,40-44 Jahre,2001Q3
24737.6,Geschlecht - Total,Schweiz,40-44 Jahre,2001Q4
25208.3,Geschlecht - Total,Schweiz,40-44 Jahre,2002Q1
25660.9,Geschlecht - Total,Schweiz,40-44 Jahre,2002Q2
26100.4,Geschlecht - Total,Schweiz,40-44 Jahre,2002Q3
26469.6,Geschlecht - Total,Schweiz,40-44 Jahre,2002Q4
26977,Geschlecht - Total,Schweiz,40-44 Jahre,2003Q1
27574.5,Geschlecht - Total,Schweiz,40-44 Jahre,2003Q2
28206.7,Geschlecht - Total,Schweiz,40-44 Jahre,2003Q3
28384.3,Geschlecht - Total,Schweiz,40-44 Jahre,2003Q4
28812.2,Geschlecht - Total,Schweiz,40-44 Jahre,2004Q1
29917.9,Geschlecht - Total,Schweiz,40-44 Jahre,2004Q2
29703.7,Geschlecht - Total,Schweiz,40-44 Jahre,2004Q3
29904.1,Geschlecht - Total,Schweiz,40-44 Jahre,2004Q4
30528.2,Geschlecht - Total,Schweiz,40-44 Jahre,2005Q1
30832.7,Geschlecht - Total,Schweiz,40-44 Jahre,2005Q2
30975.7,Geschlecht - Total,Schweiz,40-44 Jahre,2005Q3
31411.9,Geschlecht - Total,Schweiz,40-44 Jahre,2005Q4
31811.5,Geschlecht - Total,Schweiz,40-44 Jahre,2006Q1
32698.3,Geschlecht - Total,Schweiz,40-44 Jahre,2006Q2
33507.9,Geschlecht - Total,Schweiz,40-44 Jahre,2006Q3
33960.8,Geschlecht - Total,Schweiz,40-44 Jahre,2006Q4
34628.9,Geschlecht - Total,Schweiz,40-44 Jahre,2007Q1
35415.5,Geschlecht - Total,Schweiz,40-44 Jahre,2007Q2
35918.5,Geschlecht - Total,Schweiz,40-44 Jahre,2007Q3
36049.2,Geschlecht - Total,Schweiz,40-44 Jahre,2007Q4
36609.4,Geschlecht - Total,Schweiz,40-44 Jahre,2008Q1
37205.1,Geschlecht - Total,Schweiz,40-44 Jahre,2008Q2
37314.9,Geschlecht - Total,Schweiz,40-44 Jahre,2008Q3
37172.5,Geschlecht - Total,Schweiz,40-44 Jahre,2008Q4
37394.5,Geschlecht - Total,Schweiz,40-44 Jahre,2009Q1
37720.2,Geschlecht - Total,Schweiz,40-44 Jahre,2009Q2
37518.1,Geschlecht - Total,Schweiz,40-44 Jahre,2009Q3
37417.4,Geschlecht - Total,Schweiz,40-44 Jahre,2009Q4
37598.9,Geschlecht - Total,Schweiz,40-44 Jahre,2010Q1
38017.1,Geschlecht - Total,Schweiz,40-44 Jahre,2010Q2
37902.4,Geschlecht - Total,Schweiz,40-44 Jahre,2010Q3
37802.1,Geschlecht - Total,Schweiz,40-44 Jahre,2010Q4
38021.9,Geschlecht - Total,Schweiz,40-44 Jahre,2011Q1
38607.1,Geschlecht - Total,Schweiz,40-44 Jahre,2011Q2
39149.7,Geschlecht - Total,Schweiz,40-44 Jahre,2011Q3
38952.3,Geschlecht - Total,Schweiz,40-44 Jahre,2011Q4
39378.3,Geschlecht - Total,Schweiz,40-44 Jahre,2012Q1
39938.5,Geschlecht - Total,Schweiz,40-44 Jahre,2012Q2
40517,Geschlecht - Total,Schweiz,40-44 Jahre,2012Q3
40465.4,Geschlecht - Total,Schweiz,40-44 Jahre,2012Q4
40523.3,Geschlecht - Total,Schweiz,40-44 Jahre,2013Q1
41519.4,Geschlecht - Total,Schweiz,40-44 Jahre,2013Q2
41970.1,Geschlecht - Total,Schweiz,40-44 Jahre,2013Q3
41793.5,Geschlecht - Total,Schweiz,40-44 Jahre,2013Q4
41940.3,Geschlecht - Total,Schweiz,40-44 Jahre,2014Q1
42531.6,Geschlecht - Total,Schweiz,40-44 Jahre,2014Q2
42866.2,Geschlecht - Total,Schweiz,40-44 Jahre,2014Q3
43240.6,Geschlecht - Total,Schweiz,40-44 Jahre,2014Q4
43348,Geschlecht - Total,Schweiz,40-44 Jahre,2015Q1
43616.1,Geschlecht - Total,Schweiz,40-44 Jahre,2015Q2
43920.4,Geschlecht - Total,Schweiz,40-44 Jahre,2015Q3
44093.2,Geschlecht - Total,Schweiz,40-44 Jahre,2015Q4
44145.7,Geschlecht - Total,Schweiz,40-44 Jahre,2016Q1
44241.2,Geschlecht - Total,Schweiz,40-44 Jahre,2016Q2
44492.9,Geschlecht - Total,Schweiz,40-44 Jahre,2016Q3
18733.8,Geschlecht - Total,Schweiz,45-49 Jahre,1999Q1
18702.9,Geschlecht - Total,Schweiz,45-49 Jahre,1999Q2
18684.3,Geschlecht - Total,Schweiz,45-49 Jahre,1999Q3
18722,Geschlecht - Total,Schweiz,45-49 Jahre,1999Q4
18842.1,Geschlecht - Total,Schweiz,45-49 Jahre,2000Q1
19012.6,Geschlecht - Total,Schweiz,45-49 Jahre,2000Q2
19133,Geschlecht - Total,Schweiz,45-49 Jahre,2000Q3
19156.7,Geschlecht - Total,Schweiz,45-49 Jahre,2000Q4
19423.3,Geschlecht - Total,Schweiz,45-49 Jahre,2001Q1
19694.6,Geschlecht - Total,Schweiz,45-49 Jahre,2001Q2
19883.2,Geschlecht - Total,Schweiz,45-49 Jahre,2001Q3
19994.4,Geschlecht - Total,Schweiz,45-49 Jahre,2001Q4
20146.7,Geschlecht - Total,Schweiz,45-49 Jahre,2002Q1
20227.2,Geschlecht - Total,Schweiz,45-49 Jahre,2002Q2
20326.4,Geschlecht - Total,Schweiz,45-49 Jahre,2002Q3
20419.2,Geschlecht - Total,Schweiz,45-49 Jahre,2002Q4
20640.9,Geschlecht - Total,Schweiz,45-49 Jahre,2003Q1
20872.2,Geschlecht - Total,Schweiz,45-49 Jahre,2003Q2
21061.3,Geschlecht - Total,Schweiz,45-49 Jahre,2003Q3
21269.2,Geschlecht - Total,Schweiz,45-49 Jahre,2003Q4
21639.8,Geschlecht - Total,Schweiz,45-49 Jahre,2004Q1
22277.9,Geschlecht - Total,Schweiz,45-49 Jahre,2004Q2
22129.5,Geschlecht - Total,Schweiz,45-49 Jahre,2004Q3
22251.4,Geschlecht - Total,Schweiz,45-49 Jahre,2004Q4
22584.3,Geschlecht - Total,Schweiz,45-49 Jahre,2005Q1
22658,Geschlecht - Total,Schweiz,45-49 Jahre,2005Q2
22678.1,Geschlecht - Total,Schweiz,45-49 Jahre,2005Q3
23036.2,Geschlecht - Total,Schweiz,45-49 Jahre,2005Q4
23613.5,Geschlecht - Total,Schweiz,45-49 Jahre,2006Q1
24416.6,Geschlecht - Total,Schweiz,45-49 Jahre,2006Q2
25271.8,Geschlecht - Total,Schweiz,45-49 Jahre,2006Q3
25829.9,Geschlecht - Total,Schweiz,45-49 Jahre,2006Q4
26624.7,Geschlecht - Total,Schweiz,45-49 Jahre,2007Q1
27489.9,Geschlecht - Total,Schweiz,45-49 Jahre,2007Q2
28071.9,Geschlecht - Total,Schweiz,45-49 Jahre,2007Q3
28264,Geschlecht - Total,Schweiz,45-49 Jahre,2007Q4
29083.3,Geschlecht - Total,Schweiz,45-49 Jahre,2008Q1
29990.2,Geschlecht - Total,Schweiz,45-49 Jahre,2008Q2
30324.7,Geschlecht - Total,Schweiz,45-49 Jahre,2008Q3
30411.2,Geschlecht - Total,Schweiz,45-49 Jahre,2008Q4
31018.6,Geschlecht - Total,Schweiz,45-49 Jahre,2009Q1
31942.1,Geschlecht - Total,Schweiz,45-49 Jahre,2009Q2
32315.3,Geschlecht - Total,Schweiz,45-49 Jahre,2009Q3
32842.2,Geschlecht - Total,Schweiz,45-49 Jahre,2009Q4
33686.7,Geschlecht - Total,Schweiz,45-49 Jahre,2010Q1
34814.2,Geschlecht - Total,Schweiz,45-49 Jahre,2010Q2
35420.4,Geschlecht - Total,Schweiz,45-49 Jahre,2010Q3
35728.4,Geschlecht - Total,Schweiz,45-49 Jahre,2010Q4
36222.7,Geschlecht - Total,Schweiz,45-49 Jahre,2011Q1
37262,Geschlecht - Total,Schweiz,45-49 Jahre,2011Q2
37968.4,Geschlecht - Total,Schweiz,45-49 Jahre,2011Q3
38235.6,Geschlecht - Total,Schweiz,45-49 Jahre,2011Q4
38885.8,Geschlecht - Total,Schweiz,45-49 Jahre,2012Q1
39618.2,Geschlecht - Total,Schweiz,45-49 Jahre,2012Q2
40394.7,Geschlecht - Total,Schweiz,45-49 Jahre,2012Q3
40526.1,Geschlecht - Total,Schweiz,45-49 Jahre,2012Q4
40667.9,Geschlecht - Total,Schweiz,45-49 Jahre,2013Q1
41752.7,Geschlecht - Total,Schweiz,45-49 Jahre,2013Q2
42350.8,Geschlecht - Total,Schweiz,45-49 Jahre,2013Q3
42227.5,Geschlecht - Total,Schweiz,45-49 Jahre,2013Q4
42620.5,Geschlecht - Total,Schweiz,45-49 Jahre,2014Q1
43099.6,Geschlecht - Total,Schweiz,45-49 Jahre,2014Q2
43301.7,Geschlecht - Total,Schweiz,45-49 Jahre,2014Q3
43528,Geschlecht - Total,Schweiz,45-49 Jahre,2014Q4
43544.9,Geschlecht - Total,Schweiz,45-49 Jahre,2015Q1
43710.2,Geschlecht - Total,Schweiz,45-49 Jahre,2015Q2
43614.5,Geschlecht - Total,Schweiz,45-49 Jahre,2015Q3
43858.2,Geschlecht - Total,Schweiz,45-49 Jahre,2015Q4
43897.7,Geschlecht - Total,Schweiz,45-49 Jahre,2016Q1
43759.9,Geschlecht - Total,Schweiz,45-49 Jahre,2016Q2
43998.8,Geschlecht - Total,Schweiz,45-49 Jahre,2016Q3
13958.1,Geschlecht - Total,Schweiz,50-54 Jahre,1999Q1
14268.1,Geschlecht - Total,Schweiz,50-54 Jahre,1999Q2
14636.2,Geschlecht - Total,Schweiz,50-54 Jahre,1999Q3
14877.2,Geschlecht - Total,Schweiz,50-54 Jahre,1999Q4
15194.4,Geschlecht - Total,Schweiz,50-54 Jahre,2000Q1
15602.6,Geschlecht - Total,Schweiz,50-54 Jahre,2000Q2
15955.3,Geschlecht - Total,Schweiz,50-54 Jahre,2000Q3
16249.7,Geschlecht - Total,Schweiz,50-54 Jahre,2000Q4
16539.6,Geschlecht - Total,Schweiz,50-54 Jahre,2001Q1
16791.9,Geschlecht - Total,Schweiz,50-54 Jahre,2001Q2
17110.7,Geschlecht - Total,Schweiz,50-54 Jahre,2001Q3
17167.6,Geschlecht - Total,Schweiz,50-54 Jahre,2001Q4
17241.7,Geschlecht - Total,Schweiz,50-54 Jahre,2002Q1
17336.5,Geschlecht - Total,Schweiz,50-54 Jahre,2002Q2
17473.6,Geschlecht - Total,Schweiz,50-54 Jahre,2002Q3
17518,Geschlecht - Total,Schweiz,50-54 Jahre,2002Q4
17665,Geschlecht - Total,Schweiz,50-54 Jahre,2003Q1
17776,Geschlecht - Total,Schweiz,50-54 Jahre,2003Q2
17887.8,Geschlecht - Total,Schweiz,50-54 Jahre,2003Q3
17789.3,Geschlecht - Total,Schweiz,50-54 Jahre,2003Q4
17909,Geschlecht - Total,Schweiz,50-54 Jahre,2004Q1
18256.9,Geschlecht - Total,Schweiz,50-54 Jahre,2004Q2
17865.8,Geschlecht - Total,Schweiz,50-54 Jahre,2004Q3
17739.2,Geschlecht - Total,Schweiz,50-54 Jahre,2004Q4
17864.1,Geschlecht - Total,Schweiz,50-54 Jahre,2005Q1
17868.7,Geschlecht - Total,Schweiz,50-54 Jahre,2005Q2
17625.1,Geschlecht - Total,Schweiz,50-54 Jahre,2005Q3
17669.1,Geschlecht - Total,Schweiz,50-54 Jahre,2005Q4
17892.1,Geschlecht - Total,Schweiz,50-54 Jahre,2006Q1
18217.1,Geschlecht - Total,Schweiz,50-54 Jahre,2006Q2
18669,Geschlecht - Total,Schweiz,50-54 Jahre,2006Q3
18809.9,Geschlecht - Total,Schweiz,50-54 Jahre,2006Q4
19167,Geschlecht - Total,Schweiz,50-54 Jahre,2007Q1
19531.6,Geschlecht - Total,Schweiz,50-54 Jahre,2007Q2
19699.6,Geschlecht - Total,Schweiz,50-54 Jahre,2007Q3
19705.2,Geschlecht - Total,Schweiz,50-54 Jahre,2007Q4
20001.8,Geschlecht - Total,Schweiz,50-54 Jahre,2008Q1
20370,Geschlecht - Total,Schweiz,50-54 Jahre,2008Q2
20438.7,Geschlecht - Total,Schweiz,50-54 Jahre,2008Q3
20514.6,Geschlecht - Total,Schweiz,50-54 Jahre,2008Q4
20985.2,Geschlecht - Total,Schweiz,50-54 Jahre,2009Q1
21594.9,Geschlecht - Total,Schweiz,50-54 Jahre,2009Q2
21898.1,Geschlecht - Total,Schweiz,50-54 Jahre,2009Q3
22210.9,Geschlecht - Total,Schweiz,50-54 Jahre,2009Q4
22883.2,Geschlecht - Total,Schweiz,50-54 Jahre,2010Q1
23601.1,Geschlecht - Total,Schweiz,50-54 Jahre,2010Q2
24018.7,Geschlecht - Total,Schweiz,50-54 Jahre,2010Q3
24226.9,Geschlecht - Total,Schweiz,50-54 Jahre,2010Q4
24772.7,Geschlecht - Total,Schweiz,50-54 Jahre,2011Q1
25631.2,Geschlecht - Total,Schweiz,50-54 Jahre,2011Q2
26234.9,Geschlecht - Total,Schweiz,50-54 Jahre,2011Q3
26601,Geschlecht - Total,Schweiz,50-54 Jahre,2011Q4
27297.6,Geschlecht - Total,Schweiz,50-54 Jahre,2012Q1
28336.5,Geschlecht - Total,Schweiz,50-54 Jahre,2012Q2
29024.7,Geschlecht - Total,Schweiz,50-54 Jahre,2012Q3
29306.5,Geschlecht - Total,Schweiz,50-54 Jahre,2012Q4
29741.2,Geschlecht - Total,Schweiz,50-54 Jahre,2013Q1
30864.1,Geschlecht - Total,Schweiz,50-54 Jahre,2013Q2
31772.8,Geschlecht - Total,Schweiz,50-54 Jahre,2013Q3
32089.5,Geschlecht - Total,Schweiz,50-54 Jahre,2013Q4
32770.3,Geschlecht - Total,Schweiz,50-54 Jahre,2014Q1
33770.1,Geschlecht - Total,Schweiz,50-54 Jahre,2014Q2
34542.7,Geschlecht - Total,Schweiz,50-54 Jahre,2014Q3
35218,Geschlecht - Total,Schweiz,50-54 Jahre,2014Q4
35932.5,Geschlecht - Total,Schweiz,50-54 Jahre,2015Q1
36612.5,Geschlecht - Total,Schweiz,50-54 Jahre,2015Q2
37374.3,Geschlecht - Total,Schweiz,50-54 Jahre,2015Q3
37934.1,Geschlecht - Total,Schweiz,50-54 Jahre,2015Q4
38534.8,Geschlecht - Total,Schweiz,50-54 Jahre,2016Q1
39283.3,Geschlecht - Total,Schweiz,50-54 Jahre,2016Q2
39705.4,Geschlecht - Total,Schweiz,50-54 Jahre,2016Q3
8239.9,Geschlecht - Total,Schweiz,55-59 Jahre,1999Q1
8249.2,Geschlecht - Total,Schweiz,55-59 Jahre,1999Q2
8287.2,Geschlecht - Total,Schweiz,55-59 Jahre,1999Q3
8265.1,Geschlecht - Total,Schweiz,55-59 Jahre,1999Q4
8346.8,Geschlecht - Total,Schweiz,55-59 Jahre,2000Q1
8314.8,Geschlecht - Total,Schweiz,55-59 Jahre,2000Q2
8304.8,Geschlecht - Total,Schweiz,55-59 Jahre,2000Q3
8265.4,Geschlecht - Total,Schweiz,55-59 Jahre,2000Q4
8458.5,Geschlecht - Total,Schweiz,55-59 Jahre,2001Q1
8684.8,Geschlecht - Total,Schweiz,55-59 Jahre,2001Q2
8887,Geschlecht - Total,Schweiz,55-59 Jahre,2001Q3
9058.4,Geschlecht - Total,Schweiz,55-59 Jahre,2001Q4
9312.1,Geschlecht - Total,Schweiz,55-59 Jahre,2002Q1
9494.3,Geschlecht - Total,Schweiz,55-59 Jahre,2002Q2
9699.8,Geschlecht - Total,Schweiz,55-59 Jahre,2002Q3
9855.7,Geschlecht - Total,Schweiz,55-59 Jahre,2002Q4
10153.1,Geschlecht - Total,Schweiz,55-59 Jahre,2003Q1
10413,Geschlecht - Total,Schweiz,55-59 Jahre,2003Q2
10757.7,Geschlecht - Total,Schweiz,55-59 Jahre,2003Q3
10961.7,Geschlecht - Total,Schweiz,55-59 Jahre,2003Q4
11320.6,Geschlecht - Total,Schweiz,55-59 Jahre,2004Q1
11801.8,Geschlecht - Total,Schweiz,55-59 Jahre,2004Q2
11856.9,Geschlecht - Total,Schweiz,55-59 Jahre,2004Q3
12017.2,Geschlecht - Total,Schweiz,55-59 Jahre,2004Q4
12290.3,Geschlecht - Total,Schweiz,55-59 Jahre,2005Q1
12494.2,Geschlecht - Total,Schweiz,55-59 Jahre,2005Q2
12552.9,Geschlecht - Total,Schweiz,55-59 Jahre,2005Q3
12810.7,Geschlecht - Total,Schweiz,55-59 Jahre,2005Q4
13009.2,Geschlecht - Total,Schweiz,55-59 Jahre,2006Q1
13308.8,Geschlecht - Total,Schweiz,55-59 Jahre,2006Q2
13762.8,Geschlecht - Total,Schweiz,55-59 Jahre,2006Q3
13872.9,Geschlecht - Total,Schweiz,55-59 Jahre,2006Q4
14081.2,Geschlecht - Total,Schweiz,55-59 Jahre,2007Q1
14244.6,Geschlecht - Total,Schweiz,55-59 Jahre,2007Q2
14433.9,Geschlecht - Total,Schweiz,55-59 Jahre,2007Q3
14326.2,Geschlecht - Total,Schweiz,55-59 Jahre,2007Q4
14427.3,Geschlecht - Total,Schweiz,55-59 Jahre,2008Q1
14631.4,Geschlecht - Total,Schweiz,55-59 Jahre,2008Q2
14557.3,Geschlecht - Total,Schweiz,55-59 Jahre,2008Q3
14326.8,Geschlecht - Total,Schweiz,55-59 Jahre,2008Q4
14508.6,Geschlecht - Total,Schweiz,55-59 Jahre,2009Q1
14828.2,Geschlecht - Total,Schweiz,55-59 Jahre,2009Q2
14877.8,Geschlecht - Total,Schweiz,55-59 Jahre,2009Q3
15016,Geschlecht - Total,Schweiz,55-59 Jahre,2009Q4
15458.6,Geschlecht - Total,Schweiz,55-59 Jahre,2010Q1
15921.3,Geschlecht - Total,Schweiz,55-59 Jahre,2010Q2
16025,Geschlecht - Total,Schweiz,55-59 Jahre,2010Q3
15966,Geschlecht - Total,Schweiz,55-59 Jahre,2010Q4
16172.2,Geschlecht - Total,Schweiz,55-59 Jahre,2011Q1
16627.3,Geschlecht - Total,Schweiz,55-59 Jahre,2011Q2
17022.2,Geschlecht - Total,Schweiz,55-59 Jahre,2011Q3
17109.8,Geschlecht - Total,Schweiz,55-59 Jahre,2011Q4
17278.5,Geschlecht - Total,Schweiz,55-59 Jahre,2012Q1
17647.1,Geschlecht - Total,Schweiz,55-59 Jahre,2012Q2
17958.3,Geschlecht - Total,Schweiz,55-59 Jahre,2012Q3
18071.3,Geschlecht - Total,Schweiz,55-59 Jahre,2012Q4
18246.9,Geschlecht - Total,Schweiz,55-59 Jahre,2013Q1
18904.5,Geschlecht - Total,Schweiz,55-59 Jahre,2013Q2
19270.7,Geschlecht - Total,Schweiz,55-59 Jahre,2013Q3
19492.2,Geschlecht - Total,Schweiz,55-59 Jahre,2013Q4
20014.9,Geschlecht - Total,Schweiz,55-59 Jahre,2014Q1
20583.5,Geschlecht - Total,Schweiz,55-59 Jahre,2014Q2
21047.3,Geschlecht - Total,Schweiz,55-59 Jahre,2014Q3
21527.3,Geschlecht - Total,Schweiz,55-59 Jahre,2014Q4
22035.4,Geschlecht - Total,Schweiz,55-59 Jahre,2015Q1
22595,Geschlecht - Total,Schweiz,55-59 Jahre,2015Q2
23161.7,Geschlecht - Total,Schweiz,55-59 Jahre,2015Q3
23632.8,Geschlecht - Total,Schweiz,55-59 Jahre,2015Q4
24170.7,Geschlecht - Total,Schweiz,55-59 Jahre,2016Q1
24781,Geschlecht - Total,Schweiz,55-59 Jahre,2016Q2
25376.3,Geschlecht - Total,Schweiz,55-59 Jahre,2016Q3
3476.3,Geschlecht - Total,Schweiz,60 Jahre und mehr,1999Q1
3518.5,Geschlecht - Total,Schweiz,60 Jahre und mehr,1999Q2
3632.6,Geschlecht - Total,Schweiz,60 Jahre und mehr,1999Q3
3647.9,Geschlecht - Total,Schweiz,60 Jahre und mehr,1999Q4
3786.4,Geschlecht - Total,Schweiz,60 Jahre und mehr,2000Q1
3842.3,Geschlecht - Total,Schweiz,60 Jahre und mehr,2000Q2
3926.7,Geschlecht - Total,Schweiz,60 Jahre und mehr,2000Q3
3914.6,Geschlecht - Total,Schweiz,60 Jahre und mehr,2000Q4
3900,Geschlecht - Total,Schweiz,60 Jahre und mehr,2001Q1
4007.3,Geschlecht - Total,Schweiz,60 Jahre und mehr,2001Q2
4108.2,Geschlecht - Total,Schweiz,60 Jahre und mehr,2001Q3
4147.3,Geschlecht - Total,Schweiz,60 Jahre und mehr,2001Q4
4226.3,Geschlecht - Total,Schweiz,60 Jahre und mehr,2002Q1
4309.6,Geschlecht - Total,Schweiz,60 Jahre und mehr,2002Q2
4359.2,Geschlecht - Total,Schweiz,60 Jahre und mehr,2002Q3
4366.1,Geschlecht - Total,Schweiz,60 Jahre und mehr,2002Q4
4432.8,Geschlecht - Total,Schweiz,60 Jahre und mehr,2003Q1
4486.7,Geschlecht - Total,Schweiz,60 Jahre und mehr,2003Q2
4567.8,Geschlecht - Total,Schweiz,60 Jahre und mehr,2003Q3
4580.1,Geschlecht - Total,Schweiz,60 Jahre und mehr,2003Q4
4721.4,Geschlecht - Total,Schweiz,60 Jahre und mehr,2004Q1
5072.7,Geschlecht - Total,Schweiz,60 Jahre und mehr,2004Q2
4904.7,Geschlecht - Total,Schweiz,60 Jahre und mehr,2004Q3
4912.5,Geschlecht - Total,Schweiz,60 Jahre und mehr,2004Q4
5050.4,Geschlecht - Total,Schweiz,60 Jahre und mehr,2005Q1
5053.9,Geschlecht - Total,Schweiz,60 Jahre und mehr,2005Q2
4921.1,Geschlecht - Total,Schweiz,60 Jahre und mehr,2005Q3
5103.6,Geschlecht - Total,Schweiz,60 Jahre und mehr,2005Q4
5270.8,Geschlecht - Total,Schweiz,60 Jahre und mehr,2006Q1
5600,Geschlecht - Total,Schweiz,60 Jahre und mehr,2006Q2
5995.5,Geschlecht - Total,Schweiz,60 Jahre und mehr,2006Q3
6327.6,Geschlecht - Total,Schweiz,60 Jahre und mehr,2006Q4
6675.4,Geschlecht - Total,Schweiz,60 Jahre und mehr,2007Q1
6965.2,Geschlecht - Total,Schweiz,60 Jahre und mehr,2007Q2
6971.8,Geschlecht - Total,Schweiz,60 Jahre und mehr,2007Q3
6731.1,Geschlecht - Total,Schweiz,60 Jahre und mehr,2007Q4
6603.6,Geschlecht - Total,Schweiz,60 Jahre und mehr,2008Q1
6448,Geschlecht - Total,Schweiz,60 Jahre und mehr,2008Q2
6249.9,Geschlecht - Total,Schweiz,60 Jahre und mehr,2008Q3
6088.4,Geschlecht - Total,Schweiz,60 Jahre und mehr,2008Q4
6227.2,Geschlecht - Total,Schweiz,60 Jahre und mehr,2009Q1
6544.7,Geschlecht - Total,Schweiz,60 Jahre und mehr,2009Q2
6662.5,Geschlecht - Total,Schweiz,60 Jahre und mehr,2009Q3
6931.8,Geschlecht - Total,Schweiz,60 Jahre und mehr,2009Q4
7383.5,Geschlecht - Total,Schweiz,60 Jahre und mehr,2010Q1
7949.5,Geschlecht - Total,Schweiz,60 Jahre und mehr,2010Q2
8133.3,Geschlecht - Total,Schweiz,60 Jahre und mehr,2010Q3
8297.3,Geschlecht - Total,Schweiz,60 Jahre und mehr,2010Q4
8461,Geschlecht - Total,Schweiz,60 Jahre und mehr,2011Q1
8879.6,Geschlecht - Total,Schweiz,60 Jahre und mehr,2011Q2
9269,Geschlecht - Total,Schweiz,60 Jahre und mehr,2011Q3
9585.3,Geschlecht - Total,Schweiz,60 Jahre und mehr,2011Q4
9621.5,Geschlecht - Total,Schweiz,60 Jahre und mehr,2012Q1
9969.3,Geschlecht - Total,Schweiz,60 Jahre und mehr,2012Q2
10191.8,Geschlecht - Total,Schweiz,60 Jahre und mehr,2012Q3
10348.6,Geschlecht - Total,Schweiz,60 Jahre und mehr,2012Q4
10227,Geschlecht - Total,Schweiz,60 Jahre und mehr,2013Q1
10359.4,Geschlecht - Total,Schweiz,60 Jahre und mehr,2013Q2
10397,Geschlecht - Total,Schweiz,60 Jahre und mehr,2013Q3
10406.6,Geschlecht - Total,Schweiz,60 Jahre und mehr,2013Q4
10570.3,Geschlecht - Total,Schweiz,60 Jahre und mehr,2014Q1
10924.6,Geschlecht - Total,Schweiz,60 Jahre und mehr,2014Q2
11241.7,Geschlecht - Total,Schweiz,60 Jahre und mehr,2014Q3
