Wert,Jahr,Grossregion,Nettolohnhöhenklasse,Beschäftigungsgrad,Geschlecht
0.7,2002,"Genferseeregion (VD, VS, GE)",12001-13000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
1,2002,"Genferseeregion (VD, VS, GE)",12001-13000 Franken,Beschäftigungsgrad - Total,Mann
0.2,2002,"Genferseeregion (VD, VS, GE)",12001-13000 Franken,Beschäftigungsgrad - Total,Frau
0.9,2002,"Genferseeregion (VD, VS, GE)",12001-13000 Franken,Vollzeit (>=90%),Geschlecht - Total
1.2,2002,"Genferseeregion (VD, VS, GE)",12001-13000 Franken,Vollzeit (>=90%),Mann
0.5,2002,"Genferseeregion (VD, VS, GE)",12001-13000 Franken,Vollzeit (>=90%),Frau
"""......""",2002,"Genferseeregion (VD, VS, GE)",12001-13000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2002,"Genferseeregion (VD, VS, GE)",12001-13000 Franken,Teilzeit (<90%),Mann
"""......""",2002,"Genferseeregion (VD, VS, GE)",12001-13000 Franken,Teilzeit (<90%),Frau
0.5,2002,"Genferseeregion (VD, VS, GE)",13001-14000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.7,2002,"Genferseeregion (VD, VS, GE)",13001-14000 Franken,Beschäftigungsgrad - Total,Mann
0.1,2002,"Genferseeregion (VD, VS, GE)",13001-14000 Franken,Beschäftigungsgrad - Total,Frau
0.6,2002,"Genferseeregion (VD, VS, GE)",13001-14000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.9,2002,"Genferseeregion (VD, VS, GE)",13001-14000 Franken,Vollzeit (>=90%),Mann
0.2,2002,"Genferseeregion (VD, VS, GE)",13001-14000 Franken,Vollzeit (>=90%),Frau
"""......""",2002,"Genferseeregion (VD, VS, GE)",13001-14000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2002,"Genferseeregion (VD, VS, GE)",13001-14000 Franken,Teilzeit (<90%),Mann
"""......""",2002,"Genferseeregion (VD, VS, GE)",13001-14000 Franken,Teilzeit (<90%),Frau
0.4,2002,"Genferseeregion (VD, VS, GE)",14001-15000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.6,2002,"Genferseeregion (VD, VS, GE)",14001-15000 Franken,Beschäftigungsgrad - Total,Mann
0.1,2002,"Genferseeregion (VD, VS, GE)",14001-15000 Franken,Beschäftigungsgrad - Total,Frau
0.5,2002,"Genferseeregion (VD, VS, GE)",14001-15000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.7,2002,"Genferseeregion (VD, VS, GE)",14001-15000 Franken,Vollzeit (>=90%),Mann
0.2,2002,"Genferseeregion (VD, VS, GE)",14001-15000 Franken,Vollzeit (>=90%),Frau
"""......""",2002,"Genferseeregion (VD, VS, GE)",14001-15000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2002,"Genferseeregion (VD, VS, GE)",14001-15000 Franken,Teilzeit (<90%),Mann
"""......""",2002,"Genferseeregion (VD, VS, GE)",14001-15000 Franken,Teilzeit (<90%),Frau
0.3,2002,"Genferseeregion (VD, VS, GE)",15001-16000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.5,2002,"Genferseeregion (VD, VS, GE)",15001-16000 Franken,Beschäftigungsgrad - Total,Mann
0,2002,"Genferseeregion (VD, VS, GE)",15001-16000 Franken,Beschäftigungsgrad - Total,Frau
0.4,2002,"Genferseeregion (VD, VS, GE)",15001-16000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.5,2002,"Genferseeregion (VD, VS, GE)",15001-16000 Franken,Vollzeit (>=90%),Mann
0.1,2002,"Genferseeregion (VD, VS, GE)",15001-16000 Franken,Vollzeit (>=90%),Frau
"""......""",2002,"Genferseeregion (VD, VS, GE)",15001-16000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2002,"Genferseeregion (VD, VS, GE)",15001-16000 Franken,Teilzeit (<90%),Mann
"""......""",2002,"Genferseeregion (VD, VS, GE)",15001-16000 Franken,Teilzeit (<90%),Frau
0.2,2002,"Genferseeregion (VD, VS, GE)",16001-17000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.3,2002,"Genferseeregion (VD, VS, GE)",16001-17000 Franken,Beschäftigungsgrad - Total,Mann
0,2002,"Genferseeregion (VD, VS, GE)",16001-17000 Franken,Beschäftigungsgrad - Total,Frau
0.3,2002,"Genferseeregion (VD, VS, GE)",16001-17000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.4,2002,"Genferseeregion (VD, VS, GE)",16001-17000 Franken,Vollzeit (>=90%),Mann
0.1,2002,"Genferseeregion (VD, VS, GE)",16001-17000 Franken,Vollzeit (>=90%),Frau
"""......""",2002,"Genferseeregion (VD, VS, GE)",16001-17000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2002,"Genferseeregion (VD, VS, GE)",16001-17000 Franken,Teilzeit (<90%),Mann
"""......""",2002,"Genferseeregion (VD, VS, GE)",16001-17000 Franken,Teilzeit (<90%),Frau
0.2,2002,"Genferseeregion (VD, VS, GE)",17001-18000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.3,2002,"Genferseeregion (VD, VS, GE)",17001-18000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2002,"Genferseeregion (VD, VS, GE)",17001-18000 Franken,Beschäftigungsgrad - Total,Frau
0.2,2002,"Genferseeregion (VD, VS, GE)",17001-18000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.3,2002,"Genferseeregion (VD, VS, GE)",17001-18000 Franken,Vollzeit (>=90%),Mann
"""......""",2002,"Genferseeregion (VD, VS, GE)",17001-18000 Franken,Vollzeit (>=90%),Frau
"""......""",2002,"Genferseeregion (VD, VS, GE)",17001-18000 Franken,Teilzeit (<90%),Geschlecht - Total
"""....""",2002,"Genferseeregion (VD, VS, GE)",17001-18000 Franken,Teilzeit (<90%),Mann
"""......""",2002,"Genferseeregion (VD, VS, GE)",17001-18000 Franken,Teilzeit (<90%),Frau
0.1,2002,"Genferseeregion (VD, VS, GE)",18001-19000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.2,2002,"Genferseeregion (VD, VS, GE)",18001-19000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2002,"Genferseeregion (VD, VS, GE)",18001-19000 Franken,Beschäftigungsgrad - Total,Frau
0.2,2002,"Genferseeregion (VD, VS, GE)",18001-19000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.3,2002,"Genferseeregion (VD, VS, GE)",18001-19000 Franken,Vollzeit (>=90%),Mann
"""......""",2002,"Genferseeregion (VD, VS, GE)",18001-19000 Franken,Vollzeit (>=90%),Frau
"""......""",2002,"Genferseeregion (VD, VS, GE)",18001-19000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2002,"Genferseeregion (VD, VS, GE)",18001-19000 Franken,Teilzeit (<90%),Mann
"""....""",2002,"Genferseeregion (VD, VS, GE)",18001-19000 Franken,Teilzeit (<90%),Frau
0.1,2002,"Genferseeregion (VD, VS, GE)",19001-20000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.2,2002,"Genferseeregion (VD, VS, GE)",19001-20000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2002,"Genferseeregion (VD, VS, GE)",19001-20000 Franken,Beschäftigungsgrad - Total,Frau
0.1,2002,"Genferseeregion (VD, VS, GE)",19001-20000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.2,2002,"Genferseeregion (VD, VS, GE)",19001-20000 Franken,Vollzeit (>=90%),Mann
"""......""",2002,"Genferseeregion (VD, VS, GE)",19001-20000 Franken,Vollzeit (>=90%),Frau
"""......""",2002,"Genferseeregion (VD, VS, GE)",19001-20000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2002,"Genferseeregion (VD, VS, GE)",19001-20000 Franken,Teilzeit (<90%),Mann
"""....""",2002,"Genferseeregion (VD, VS, GE)",19001-20000 Franken,Teilzeit (<90%),Frau
0.9,2002,"Genferseeregion (VD, VS, GE)",20001+ Franken,Beschäftigungsgrad - Total,Geschlecht - Total
1.5,2002,"Genferseeregion (VD, VS, GE)",20001+ Franken,Beschäftigungsgrad - Total,Mann
0.2,2002,"Genferseeregion (VD, VS, GE)",20001+ Franken,Beschäftigungsgrad - Total,Frau
1.3,2002,"Genferseeregion (VD, VS, GE)",20001+ Franken,Vollzeit (>=90%),Geschlecht - Total
1.7,2002,"Genferseeregion (VD, VS, GE)",20001+ Franken,Vollzeit (>=90%),Mann
0.3,2002,"Genferseeregion (VD, VS, GE)",20001+ Franken,Vollzeit (>=90%),Frau
"""......""",2002,"Genferseeregion (VD, VS, GE)",20001+ Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2002,"Genferseeregion (VD, VS, GE)",20001+ Franken,Teilzeit (<90%),Mann
"""......""",2002,"Genferseeregion (VD, VS, GE)",20001+ Franken,Teilzeit (<90%),Frau
7.2,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",0-  1000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2.5,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",0-  1000 Franken,Beschäftigungsgrad - Total,Mann
13.4,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",0-  1000 Franken,Beschäftigungsgrad - Total,Frau
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",0-  1000 Franken,Vollzeit (>=90%),Geschlecht - Total
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",0-  1000 Franken,Vollzeit (>=90%),Mann
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",0-  1000 Franken,Vollzeit (>=90%),Frau
23.3,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",0-  1000 Franken,Teilzeit (<90%),Geschlecht - Total
22.5,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",0-  1000 Franken,Teilzeit (<90%),Mann
23.6,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",0-  1000 Franken,Teilzeit (<90%),Frau
7.8,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",1001-  2000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",1001-  2000 Franken,Beschäftigungsgrad - Total,Mann
15.4,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",1001-  2000 Franken,Beschäftigungsgrad - Total,Frau
0.1,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",1001-  2000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.1,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",1001-  2000 Franken,Vollzeit (>=90%),Mann
0.3,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",1001-  2000 Franken,Vollzeit (>=90%),Frau
24.9,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",1001-  2000 Franken,Teilzeit (<90%),Geschlecht - Total
17.1,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",1001-  2000 Franken,Teilzeit (<90%),Mann
26.9,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",1001-  2000 Franken,Teilzeit (<90%),Frau
10.2,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",2001-  3000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
3.5,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",2001-  3000 Franken,Beschäftigungsgrad - Total,Mann
18.9,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",2001-  3000 Franken,Beschäftigungsgrad - Total,Frau
3.7,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",2001-  3000 Franken,Vollzeit (>=90%),Geschlecht - Total
1.6,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",2001-  3000 Franken,Vollzeit (>=90%),Mann
9.1,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",2001-  3000 Franken,Vollzeit (>=90%),Frau
24.7,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",2001-  3000 Franken,Teilzeit (<90%),Geschlecht - Total
18.8,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",2001-  3000 Franken,Teilzeit (<90%),Mann
26.2,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",2001-  3000 Franken,Teilzeit (<90%),Frau
19.5,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",3001-  4000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
14.2,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",3001-  4000 Franken,Beschäftigungsgrad - Total,Mann
26.4,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",3001-  4000 Franken,Beschäftigungsgrad - Total,Frau
21.7,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",3001-  4000 Franken,Vollzeit (>=90%),Geschlecht - Total
13.7,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",3001-  4000 Franken,Vollzeit (>=90%),Mann
43.1,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",3001-  4000 Franken,Vollzeit (>=90%),Frau
14.6,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",3001-  4000 Franken,Teilzeit (<90%),Geschlecht - Total
17.9,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",3001-  4000 Franken,Teilzeit (<90%),Mann
13.7,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",3001-  4000 Franken,Teilzeit (<90%),Frau
22.8,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",4001-  5000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
29.2,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",4001-  5000 Franken,Beschäftigungsgrad - Total,Mann
14.3,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",4001-  5000 Franken,Beschäftigungsgrad - Total,Frau
29.7,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",4001-  5000 Franken,Vollzeit (>=90%),Geschlecht - Total
31.4,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",4001-  5000 Franken,Vollzeit (>=90%),Mann
25,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",4001-  5000 Franken,Vollzeit (>=90%),Frau
7.4,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",4001-  5000 Franken,Teilzeit (<90%),Geschlecht - Total
12.1,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",4001-  5000 Franken,Teilzeit (<90%),Mann
6.3,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",4001-  5000 Franken,Teilzeit (<90%),Frau
13.9,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",5001-  6000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
19.6,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",5001-  6000 Franken,Beschäftigungsgrad - Total,Mann
6.4,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",5001-  6000 Franken,Beschäftigungsgrad - Total,Frau
18.8,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",5001-  6000 Franken,Vollzeit (>=90%),Geschlecht - Total
21.4,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",5001-  6000 Franken,Vollzeit (>=90%),Mann
12.1,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",5001-  6000 Franken,Vollzeit (>=90%),Frau
2.8,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",5001-  6000 Franken,Teilzeit (<90%),Geschlecht - Total
5.6,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",5001-  6000 Franken,Teilzeit (<90%),Mann
2,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",5001-  6000 Franken,Teilzeit (<90%),Frau
7.4,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",6001-  7000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
11.2,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",6001-  7000 Franken,Beschäftigungsgrad - Total,Mann
2.5,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",6001-  7000 Franken,Beschäftigungsgrad - Total,Frau
10.3,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",6001-  7000 Franken,Vollzeit (>=90%),Geschlecht - Total
12.2,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",6001-  7000 Franken,Vollzeit (>=90%),Mann
5.1,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",6001-  7000 Franken,Vollzeit (>=90%),Frau
1.1,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",6001-  7000 Franken,Teilzeit (<90%),Geschlecht - Total
2.8,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",6001-  7000 Franken,Teilzeit (<90%),Mann
0.6,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",6001-  7000 Franken,Teilzeit (<90%),Frau
4.2,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",7001-  8000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
6.5,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",7001-  8000 Franken,Beschäftigungsgrad - Total,Mann
1.1,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",7001-  8000 Franken,Beschäftigungsgrad - Total,Frau
5.9,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",7001-  8000 Franken,Vollzeit (>=90%),Geschlecht - Total
7.2,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",7001-  8000 Franken,Vollzeit (>=90%),Mann
2.4,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",7001-  8000 Franken,Vollzeit (>=90%),Frau
0.4,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",7001-  8000 Franken,Teilzeit (<90%),Geschlecht - Total
1.4,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",7001-  8000 Franken,Teilzeit (<90%),Mann
0.2,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",7001-  8000 Franken,Teilzeit (<90%),Frau
2.5,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",8001-  9000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
3.9,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",8001-  9000 Franken,Beschäftigungsgrad - Total,Mann
0.5,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",8001-  9000 Franken,Beschäftigungsgrad - Total,Frau
3.5,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",8001-  9000 Franken,Vollzeit (>=90%),Geschlecht - Total
4.4,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",8001-  9000 Franken,Vollzeit (>=90%),Mann
1.2,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",8001-  9000 Franken,Vollzeit (>=90%),Frau
0.1,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",8001-  9000 Franken,Teilzeit (<90%),Geschlecht - Total
0.6,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",8001-  9000 Franken,Teilzeit (<90%),Mann
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",8001-  9000 Franken,Teilzeit (<90%),Frau
1.5,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",9001-10000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2.5,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",9001-10000 Franken,Beschäftigungsgrad - Total,Mann
0.2,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",9001-10000 Franken,Beschäftigungsgrad - Total,Frau
2.1,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",9001-10000 Franken,Vollzeit (>=90%),Geschlecht - Total
2.7,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",9001-10000 Franken,Vollzeit (>=90%),Mann
0.5,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",9001-10000 Franken,Vollzeit (>=90%),Frau
0.1,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",9001-10000 Franken,Teilzeit (<90%),Geschlecht - Total
0.3,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",9001-10000 Franken,Teilzeit (<90%),Mann
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",9001-10000 Franken,Teilzeit (<90%),Frau
0.9,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",10001-11000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
1.6,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",10001-11000 Franken,Beschäftigungsgrad - Total,Mann
0.1,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",10001-11000 Franken,Beschäftigungsgrad - Total,Frau
1.3,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",10001-11000 Franken,Vollzeit (>=90%),Geschlecht - Total
1.7,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",10001-11000 Franken,Vollzeit (>=90%),Mann
0.2,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",10001-11000 Franken,Vollzeit (>=90%),Frau
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",10001-11000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",10001-11000 Franken,Teilzeit (<90%),Mann
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",10001-11000 Franken,Teilzeit (<90%),Frau
0.5,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",11001-12000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.9,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",11001-12000 Franken,Beschäftigungsgrad - Total,Mann
0,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",11001-12000 Franken,Beschäftigungsgrad - Total,Frau
0.7,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",11001-12000 Franken,Vollzeit (>=90%),Geschlecht - Total
1,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",11001-12000 Franken,Vollzeit (>=90%),Mann
0.1,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",11001-12000 Franken,Vollzeit (>=90%),Frau
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",11001-12000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",11001-12000 Franken,Teilzeit (<90%),Mann
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",11001-12000 Franken,Teilzeit (<90%),Frau
0.3,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",12001-13000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.5,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",12001-13000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",12001-13000 Franken,Beschäftigungsgrad - Total,Frau
0.4,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",12001-13000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.6,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",12001-13000 Franken,Vollzeit (>=90%),Mann
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",12001-13000 Franken,Vollzeit (>=90%),Frau
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",12001-13000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",12001-13000 Franken,Teilzeit (<90%),Mann
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",12001-13000 Franken,Teilzeit (<90%),Frau
0.1,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",13001-14000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.3,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",13001-14000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",13001-14000 Franken,Beschäftigungsgrad - Total,Frau
0.2,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",13001-14000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.3,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",13001-14000 Franken,Vollzeit (>=90%),Mann
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",13001-14000 Franken,Vollzeit (>=90%),Frau
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",13001-14000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",13001-14000 Franken,Teilzeit (<90%),Mann
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",13001-14000 Franken,Teilzeit (<90%),Frau
0.1,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",14001-15000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.2,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",14001-15000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",14001-15000 Franken,Beschäftigungsgrad - Total,Frau
0.2,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",14001-15000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.2,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",14001-15000 Franken,Vollzeit (>=90%),Mann
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",14001-15000 Franken,Vollzeit (>=90%),Frau
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",14001-15000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",14001-15000 Franken,Teilzeit (<90%),Mann
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",14001-15000 Franken,Teilzeit (<90%),Frau
0.1,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",15001-16000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.1,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",15001-16000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",15001-16000 Franken,Beschäftigungsgrad - Total,Frau
0.1,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",15001-16000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.1,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",15001-16000 Franken,Vollzeit (>=90%),Mann
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",15001-16000 Franken,Vollzeit (>=90%),Frau
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",15001-16000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",15001-16000 Franken,Teilzeit (<90%),Mann
"""......""",2002,"Espace Mittelland (BE, FR, SO, NE, JU)",15001-16000 Franken,Teilzeit (<90%),Frau
0,2002,"Espace Mittelland (BE, FR, SO, NE, JU)",16001-17000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
